@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC

@DATA
bool/routing/s3-3-3-4.xml,1,?,0,0,0.777778,?,0
bool/routing/s3-3-3-3.xml,1,?,0,0,0.789474,?,0
bool/routing/s3-3-3-1.xml,1,?,0,0,0.764706,?,0
bool/routing/s4-4-3-10.xml,1,52.294304,0,0,0.846154,-1,0
bool/routing/s4-4-3-7.xml,1,52.413793,0,0,0.826087,-1,0
bool/routing/s4-4-3-6.xml,1,52.866242,0,0,0.826087,-1,0
bool/routing/s4-4-3-3.xml,1,52.09826,0,0,0.833333,-1,0
bool/routing/s3-3-3-2.xml,1,?,0,0,0.809524,?,0
bool/routing/s4-4-3-2.xml,1,52.663934,0,0,0.833333,-1,0
bool/routing/s4-4-3-8.xml,1,51.226994,0,0,0.764706,-1,0
bool/routing/s4-4-3-9.xml,1,51.781473,0,0,0.846154,-1,0
bool/routing/s4-4-3-4.xml,1,52.480916,0,0,0.833333,-1,0
bool/routing/s3-3-3-5.xml,1,?,0,0,0.789474,?,0
bool/routing/s4-4-3-5.xml,1,51.845018,0,0,0.826087,-1,0
bool/routing/s4-4-3-1.xml,1,52.366864,0,0,0.826087,-1,0
bool/ii/ii-16e2.xml,1,93.634079,0,0,0.826087,-1,0
bool/ii/ii-8b1.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-32c1.xml,1,?,0,0,0.826087,?,0
bool/ii/ii-8d1.xml,1,?,0,0,0.833333,?,0
bool/ii/ii-16a1.xml,1,92.149586,0,0,0.826087,-1,0
bool/ii/ii-32c3.xml,1,92.143058,0,0,0.826087,-1,0
bool/ii/ii-8c2.xml,1,?,0,0,0.744681,?,0
bool/ii/ii-32b4.xml,1,94.780107,0,0,0.826087,-1,0
bool/ii/ii-16e1.xml,1,92.224096,0,0,0.826087,-1,0
bool/ii/ii-32b2.xml,1,90.741398,0,0,0.826087,-1,0
bool/ii/ii-32e5.xml,1,95.706531,0,0,0.826087,-1,0
bool/ii/ii-32c2.xml,1,89.757302,0,0,0.826087,-1,0
bool/ii/ii-8b3.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-8a2.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-8c1.xml,1,?,0,0,0.714286,?,0
bool/ii/ii-16d1.xml,1,92.820034,0,0,0.826087,-1,0
bool/ii/ii-16c1.xml,1,91.245082,0,0,0.826087,-1,0
bool/ii/ii-8b4.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-8a1.xml,1,?,0,0,0.636364,?,0
bool/ii/ii-32e1.xml,1,?,0,0,0.826087,?,0
bool/ii/ii-32e3.xml,1,93.831776,0,0,0.826087,-1,0
bool/ii/ii-16b2.xml,1,93.743095,0,0,0.826087,-1,0
bool/ii/ii-32d2.xml,1,92.72989,0,0,0.897436,-1,0
bool/ii/ii-32e2.xml,1,91.1384,0,0,0.826087,-1,0
bool/ii/ii-8e2.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-16b1.xml,1,93.484163,0,0,0.826087,-1,0
bool/ii/ii-32e4.xml,1,94.83518,0,0,0.826087,-1,0
bool/ii/ii-16a2.xml,1,?,0,0,0.826087,?,0
bool/ii/ii-32b3.xml,1,94.278198,0,0,0.826087,-1,0
bool/ii/ii-8a3.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-8e1.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-8a4.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-16d2.xml,1,93.712868,0,0,0.826087,-1,0
bool/ii/ii-32b1.xml,1,?,0,0,0.826087,?,0
bool/ii/ii-8d2.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-32d3.xml,1,95.941287,0,0,0.897436,-1,0
bool/ii/ii-16c2.xml,1,93.72581,0,0,0.826087,-1,0
bool/ii/ii-32d1.xml,1,?,0,0,0.897436,?,0
bool/ii/ii-8b2.xml,1,?,0,0,0.733333,?,0
bool/ii/ii-32a1.xml,1,95.253852,0,0,0.826087,-1,0
bool/ii/ii-32c4.xml,1,96.489524,0,0,?,-1,0
bool/mps/mps-neos16.xml,1,64.826941,0,0,0.988024,-1,0
bool/mps/mps-p0282.xml,1,?,?,?,0.994737,?,?
bool/mps/mps-gt2.xml,1,?,?,?,?,?,?
bool/mps/mps-air06.xml,1,99.207317,?,?,?,-1,?
bool/mps/mps-p6000.xml,1,?,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,0,0,1,?,0
bool/mps/mps-aflow30a.xml,1,100,?,?,?,-1,?
bool/mps/mps-diamond.xml,1,?,0,0,0,?,0
bool/mps/mps-10teams.xml,1,100,0,0,0.904762,-1,0
bool/mps/mps-p0548.xml,1,?,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,0,0,0.75,?,0
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,99.756987,?,?,?,-1,?
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,0,0,0.987805,?,0
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,100,?,?,?,-1,?
bool/mps/mps-vpm1.xml,1,100,?,?,?,-1,?
bool/mps/mps-seymour1.xml,1,?,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?,?
bool/mps/mps-lp4l.xml,1,99.408284,0,0,0.997579,-1,0
bool/mps/mps-stein45.xml,1,?,0,0,0.888889,?,0
bool/mps/mps-bm23.xml,1,?,0,0,0.96,?,0
bool/mps/mps-air02.xml,1,?,?,?,?,?,?
bool/mps/mps-mitre.xml,1,90.415648,?,?,?,-1,?
bool/mps/mps-p0040.xml,1,?,?,?,?,?,?
bool/mps/mps-protfold.xml,1,100,0,0,0.992308,-1,0
bool/mps/mps-l152lav.xml,1,99.481865,?,?,?,-1,?
bool/mps/mps-sentoy.xml,1,?,?,?,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?,?,?,?
bool/mps/mps-seymour.xml,1,?,0,0,0.777778,?,0
bool/mps/mps-p0033.xml,1,?,?,?,?,?,?
bool/mps/mps-lseu.xml,1,?,?,?,?,?,?
bool/mps/mps-neos1.xml,1,94.375,0,0,0.826087,-1,0
bool/mps/mps-mod010.xml,1,99.312715,?,?,0.997558,-1,?
bool/mps/mps-aflow40b.xml,1,100,?,?,?,-1,?
bool/mps/mps-air01.xml,1,?,0,0,0.984791,?,0
bool/mps/mps-pipex.xml,1,?,?,?,0.996317,?,?
bool/mps/mps-manna81.xml,1,?,0,0,0.870968,?,0
bool/mps/mps-air05.xml,1,99.647887,?,?,?,-1,?
bool/mps/mps-stein9.xml,1,?,0,0,0.666667,?,0
bool/mps/mps-stein27.xml,1,?,0,0,0.833333,?,0
bool/mps/mps-mzzv42z.xml,1,?,?,?,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,0,0,0.956522,?,0
bool/logic-synthesis/ex5-pi.xml,1,?,0,0,0.955056,?,0
bool/logic-synthesis/alu4-b.xml,1,?,0,0,0.944444,?,0
bool/logic-synthesis/clip-b.xml,1,?,0,0,0.944444,?,0
bool/logic-synthesis/e64-b.xml,1,?,0,0,0.833333,?,0
bool/logic-synthesis/bench1-pi.xml,1,?,0,0,0.927273,?,0
bool/logic-synthesis/e-am-pi.xml,1,?,0,0,0.963303,?,0
bool/logic-synthesis/sao2-b.xml,1,?,0,0,0.943662,?,0
bool/logic-synthesis/count-b.xml,1,?,0,0,0.924528,?,0
bool/logic-synthesis/prom2-pi.xml,1,?,0,0,0.833333,?,0
bool/logic-synthesis/max1024-pi.xml,1,?,0,0,0.764706,?,0
bool/logic-synthesis/rot-b.xml,1,?,0,0,0.928571,?,0
bool/logic-synthesis/f51m-b.xml,1,?,0,0,0.944444,?,0
bool/logic-synthesis/9symml.xml,1,?,0,0,1,?,0
bool/logic-synthesis/jac3.xml,1,?,0,0,0.991011,?,0
bool/logic-synthesis/apex4-a.xml,1,?,0,0,1,?,0
bool/logic-synthesis/9sym-b.xml,1,?,0,0,0.935484,?,0
bool/uclid/ooo-tag14.xml,1,0.904741,?,?,?,-1,?
bool/uclid/ooo-burch-dill-2-accl.xml,1,18.246614,0,0,0.955556,-1,0
bool/uclid/elf-rf6.xml,1,?,0,0,0,?,0
bool/uclid/ooo-tag10.xml,1,14.880562,0,0,0.956989,-1,0
bool/uclid/ooo-rf7.xml,1,14.556236,0,0,0.954023,-1,0
bool/uclid/blast-floppy1-8.xml,1,?,?,?,?,?,?
bool/uclid/22s-smv.xml,1,18.510804,?,?,?,-1,?
bool/uclid/dlx1c-rwmem1-ucl.xml,1,14.88785,0,0,0.954023,-1,0
bool/uclid/ooo-rf6.xml,1,?,0,0,0.946667,?,0
bool/uclid/elf-rf9.xml,1,3.175744,?,?,?,-1,?
bool/uclid/blast-tlan3.xml,1,13.6504,?,?,?,-1,?
bool/uclid/44s-smv.xml,1,24.707135,0,0,0.976608,-1,0
bool/uclid/cache-inv10-ucl.xml,1,8.80386,0,0,0.932203,-1,0
bool/uclid/ooo-tag12.xml,1,1.964912,0,0,0.957895,-1,0
bool/uclid/43s-smv.xml,1,18.364997,?,?,?,-1,?
bool/uclid/25s-smv.xml,1,18.101029,?,?,?,-1,?
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,3.53131,?,?,?,-1,?
bool/uclid/elf-rf8.xml,1,14.284002,0,0,0.954545,-1,0
bool/uclid/ooo-burch-dill-3-accl.xml,1,16.605665,0,0,0.956044,-1,0
bool/uclid/dlx1c-rwmem-ucl.xml,1,14.199443,0,0,0.954023,-1,0
bool/uclid/blast-floppy1-6.xml,1,?,?,?,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,0,0,0,0.916667,-1,0
bool/uclid/cache-inv8-ucl.xml,1,?,0,0,0.916667,?,0
bool/uclid/ooo-rf8.xml,1,14.089135,0,0,0.954023,-1,0
bool/uclid/ooo-burch-dill-4-accl.xml,1,17.347037,?,?,?,-1,?
bool/uclid/ooo-burch-dill-6-accl.xml,1,3.068493,?,?,?,-1,?
bool/uclid/blast-floppy1-2.xml,1,?,?,?,0.995996,?,?
bool/uclid/blast-floppy1-3.xml,1,?,0,0,0.976608,?,0
bool/uclid/ooo-rf10.xml,1,1.753249,0,0,0.956989,-1,0
bool/uclid/ooo-tag8.xml,1,15.809397,0,0,0.954023,-1,0
bool/uclid/dlx1c-ucl.xml,1,15.174171,0,0,0.954023,-1,0
bool/uclid/37s-smv.xml,1,12.005028,0,0,0.958763,-1,0
bool/uclid/46s-smv.xml,1,20.454545,?,?,0.978022,-1,?
bool/uclid/blast-tlan2.xml,1,29.485077,?,?,?,-1,?
bool/uclid/blast-floppy1-4.xml,1,?,?,?,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,3.535412,?,?,?,-1,?
bool/uclid/ooo-rf9.xml,1,1.583608,0,0,0.954023,-1,0
bool/uclid/elf-rf7.xml,1,?,0,0,0.954023,?,0
bool/uclid/blast-floppy1-7.xml,1,?,?,?,?,?,?
bool/par/par-32-4-c.xml,1,79.981979,0,0,0.4,-1,0
bool/par/par-16-4-c.xml,1,79.950495,0,0,0.466667,-1,0
bool/par/par-16-1-c.xml,1,79.949399,0,0,0.466667,-1,0
bool/par/par-16-5.xml,1,76.378869,0,0,0.4,-1,0
bool/par/par-16-4.xml,1,76.190476,0,0,0.571429,-1,0
bool/par/par-8-5-c.xml,1,?,0,0,0.333333,?,0
