@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Avg_LBD_Levels-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Constraints NUMERIC
@ATTRIBUTE Frac_Other_Constraints NUMERIC
@ATTRIBUTE Choices-1 NUMERIC
@ATTRIBUTE Conflicts/Choices-1 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-1 NUMERIC
@ATTRIBUTE Removed_Nogoods-1 NUMERIC
@ATTRIBUTE Learnt_Binary-1 NUMERIC
@ATTRIBUTE Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Learnt_Others-1 NUMERIC
@ATTRIBUTE Running_Avg_LBD-1 NUMERIC
@ATTRIBUTE Choices-2 NUMERIC
@ATTRIBUTE Conflicts/Choices-2 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-2 NUMERIC
@ATTRIBUTE Avg_LBD_Levels-2 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-1 NUMERIC
@ATTRIBUTE Longest_Backjumping-1 NUMERIC
@ATTRIBUTE Avg_Skipped_Levels_while_Backjumping-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-1 NUMERIC
@ATTRIBUTE Frac_Removed_Nogood-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Skipped_Levels_while_Backjumping-1 NUMERIC

@DATA
FolioSuite/ASP-Comp-2007-Lparse/SLparse/15-PuzzleCompetition/15-puzzle.init6.gz,1,2.81,0,0,619,0,1,0,1,32,554,3.875,0.2845,0.005,109,0.2936,17.9062,0,1,0,31,1.24,243,0.2716,25.0606,4.0152,5.73,24,2.6875,0.0312,0,0,86
FolioSuite/ASP-Comp-2007-Lparse/SLparse/BlockedN-QueensCompetition/156.48.1960.36.1721326970.dat.data.gz,1,7.73,0,0,911,0,1,0,1,32,329,12.4375,0.006,0.9821,89,0.3596,36.3125,0,0,0,32,3.98,130,0.5,21.9385,9.7692,11.62,16,1.7188,0,0,0,55
FolioSuite/ASP-Comp-2007-Lparse/SLparse/BlockedN-QueensCompetition/156.48.1960.36.1721310106.dat.data.gz,1,8.16,0,0,917,0,1,0,1,33,330,12.6667,0.0119,0.9851,71,0.4648,33.0909,0,1,2,30,4.18,118,0.5593,21.697,10.4242,10.92,3,1.2727,0.0303,0,0.0606,42
FolioSuite/ASP-Comp-2007-Lparse/SLparse/BlockedN-QueensCompetition/156.48.1960.36.1721283013.dat.data.gz,1,7.77,0,0,802,0,1,0,1,32,328,8.4062,0.006,0.985,100,0.32,22.7188,0,0,0,32,2.69,157,0.4076,15.125,7.125,7.27,35,2.5625,0,0,0,82
FolioSuite/ASP-Comp-2007-Lparse/SLparse/BlockedN-QueensCompetition/156.48.1960.36.1721351180.dat.data.gz,1,8.23,0,0,953,0,1,0,1,32,325,16.25,0.0091,0.9909,84,0.381,40.375,0,0,0,32,5.2,136,0.4706,25.9219,12.0781,12.92,8,1.4375,0,0,0,46
FolioSuite/ASP-Comp-2007-Lparse/SLparse/BoundedSpanningTree/104_rand_45_250_1727044175_0.gph.gz,1,23.23,0,0,579,0,1,0,1,32,301,17.75,0.9819,0.0011,511,0.0626,44.1562,0,1,0,31,5.68,596,0.1091,40.7231,17.0615,14.13,48,14,0.0312,0,0,448
FolioSuite/ASP-Comp-2007-Lparse/SLparse/BoundedSpanningTree/122_rand_35_250_1700139777_0.gph.gz,1,16.7,0,0,509,0,1,0,1,32,243,15.4375,0.9806,0.0015,342,0.0936,44.3438,0,1,0,31,4.94,425,0.1506,40.2031,15.0938,14.19,36,8.9688,0.0312,0,0,287
FolioSuite/ASP-Comp-2007-Lparse/SLparse/BoundedSpanningTree/122_rand_35_250_1700137086_0.gph.gz,1,20.45,0,0,453,0,1,0,1,32,245,13.4688,0.9805,0.0015,310,0.1032,50.125,0,1,1,30,4.31,383,0.1671,42.0469,15.4219,16.04,36,7.625,0.0312,0,0.0312,244
FolioSuite/ASP-Comp-2007-Lparse/SLparse/BoundedSpanningTree/104_rand_45_250_1727042043_0.gph.gz,1,5.94,0,0,32,0,1,0,1,32,305,1,0.9822,0.0012,64,0.5,2,0,0,0,32,0.32,127,0.5039,1.9844,1,0.64,2,2,0,0,0,64
FolioSuite/ASP-Comp-2007-Lparse/SLparse/BoundedSpanningTree/122_rand_35_250_1700165461_0.gph.gz,1,21.3,0,0,430,0,1,0,1,32,242,12.75,0.9806,0.0015,301,0.1063,41.4688,0,1,0,31,4.08,374,0.1711,37.75,13.9219,13.27,39,7.75,0.0312,0,0,248
FolioSuite/ASP-Comp-2007-Lparse/SLparse/CarSequencing/benchmark1_15classes.dlv.dat.lp.gz,1,11.23,0,0,787,0,1,0,1,33,576,11.6667,0,1,381,0.0866,329.6061,0,0,0,33,3.85,729,0.0892,309.9385,11.0769,108.77,5,1.6061,0,0,0,53
FolioSuite/ASP-Comp-2007-Lparse/SLparse/CarSequencing/001.benchmark1_17classes.dlv.dat.lp.gz,1,12.33,0,0,819,0,1,0,1,32,636,11.75,0,1,326,0.0982,274.4688,0,0,0,32,3.76,680,0.0941,255.8125,12.6719,87.83,5,1.6875,0,0,0,54
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Factoring/fact.grnd.sat.24.gz,1,7.06,0,0,2090,0,1,0,1,32,16,3.2188,0.3249,0.002,39,0.8205,8.8125,0,1,0,31,1.03,91,0.7033,9.4531,5.9688,2.82,2,1.0312,0.0312,0,0,33
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_200_1800_1154991214_9.gph.gz,1,82.85,0,0,9142,0,1,0,1,34,600,71.8529,0.1369,0.0456,222,0.1532,148.6765,0,0,0,34,24.43,466,0.1438,149.9403,79.1343,50.55,7,2.2647,0,0,0,77
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_100_800_1155012316_11.gph.gz,1,?,?,?,?,?,?,?,?,?,300,?,0.1361,0.051,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_150_1200_1154711577_4.gph.gz,1,52.61,0,0,7616,0,1,0,1,32,450,71.1562,0.1361,0.051,179,0.1788,114.25,0,0,0,32,22.77,388,0.1701,113.1667,55,36.56,8,2.0312,0,0,0,65
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.48.gz,1,4.16,0,0,232,0,1,0,1,32,76,4.3125,0.0144,0.0243,103,0.3107,14.0312,0,0,2,30,1.38,247,0.2591,13.375,4.2812,4.49,12,2.8125,0,0,0.0625,90
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.30.gz,1,5.16,0,0,246,0,1,0,1,32,44,5.2812,0.0278,0.0157,175,0.1829,26.2188,0,1,5,26,1.69,339,0.1888,22.9688,4.7656,8.39,26,4.6875,0.0312,0,0.1562,150
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.41.gz,1,3.88,0,0,287,0,1,0,1,32,32,5.0938,0.0321,0.0121,87,0.3678,15.6562,0,1,3,28,1.63,227,0.2819,13.9844,4.3438,5.01,9,2.4062,0.0312,0,0.0938,77
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/hampath.ngrnd.6.gz,1,20.3,0,0,1853,0,1,0,1,32,81,20,0.0049,0.0151,64,0.5,27.5938,0,0,0,32,6.4,148,0.4324,32.4688,17.2344,8.83,3,1.1875,0,0,0,38
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.15.gz,1,3.93,0,0,189,0,1,0,1,33,54,4,0.0263,0.0176,138,0.2391,16.0303,0,2,8,23,1.32,292,0.2226,16.3077,3.9077,5.29,14,3.6364,0.0606,0,0.2424,120
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Hashiwokakero/hashiwokakero-size11-puzzle5.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_13_13_t17.lp.gz,1,?,?,?,?,?,?,?,?,?,2349,?,0.0019,0.0625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_20_20_t19.lp.gz,1,?,?,?,?,?,?,?,?,?,6379,?,0.0007,0.0572,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_18_18_t8.lp.gz,1,?,?,?,?,?,?,?,?,?,1621,?,0.0017,0.0834,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_17_17_t9.lp.gz,1,?,?,?,?,?,?,?,?,?,1733,?,0.0018,0.0806,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
