./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_399.cnf,1,200,0.9218,0.0042,0.2115,0.2681,0.6552,0.8082
./SAT03/handmade/anton/UNSAT/SGI_30_80_17_90_7-log.shuffled-as.sat03-190.cnf,1,85,0,0.0583,0.3851,0.6461,0.6053,0.7036
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_389.cnf,1,389,0.9085,0.0651,0.1851,0.2225,0.7026,0.7939
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,1,1320,0.9439,0.1283,0.1013,0.1446,0.7613,0.8762
./SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1,200,0.8333,0.0733,0.2001,0.3483,0.6708,0.8324
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,641,0.972,0.116,0.142,0.166,0.8729,0.9554
./SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,225,0.875,0.0641,0.1305,0.3,0.8259,0.8672
./SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1,100,0.8182,0.0281,0.1682,0.3023,0.7824,0.8174
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p30-s70617701.cnf,1,646,0.9668,0.0648,0.1199,0.1299,0.8406,0.9515
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_404.cnf,1,202,0.9169,0.0813,0.2134,0.2461,0.6994,0.8173
./SAT03/handmade/stanion/hwb/hwb-n30-02-S77299857.shuffled-as.sat03-1633.cnf,1,139,0.3768,0.0328,0.2493,0.3874,0.4676,0.934
./SAT11/crafted/spence/sgen/sgen3-n170-s56409011-unsat.cnf,1,173,1,0.0929,0.279,0.3386,0.7878,0.9625
./SAT11/crafted/mosoi/289/289-unsat-6x40.cnf,1,720,0.0152,0.083,0.1265,0.1407,0.774,0.8664
./SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,4979,0.947,0.2023,0.2384,0.605,0.4517,0.7013
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,30,0.0262,0,0.3301,0.4393,0.6533,0.7689
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,2030,0.9523,0.129,0.3323,0.0827,0.7814,0.8974
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,2394,0.9829,0.0816,0.2223,0.4473,0.9186,0.9574
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1520_u.cnf,1,31516,0.0332,0,0.5891,1.6787,0.0566,0.1106
./SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1,819,0.013,0.0987,0.1651,0.3513,0.7325,0.8098
./SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,1,540,0.0203,0.1111,0.172,0.2732,0.8507,0.9633
./SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1,580,0.9787,0.1366,0.1662,0.1758,0.9047,0.9711
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,1754,0.9728,0.0342,0.0995,0.2154,0.445,0.8863
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,186,0.8735,0.0497,0.2269,0.3133,0.6767,0.809
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,1071,0.9714,0.1843,0.1027,0.1715,0.8669,0.9483
./SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,121,0.8333,0.0578,0.1601,0.3024,0.7902,0.8269
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,2511,0.9819,0.1321,0.1255,0.1716,0.8838,0.9362
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,203,0.9169,0.0498,0.2145,0.2462,0.7061,0.8066
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1,201,0.9218,0.0272,0.2165,0.2566,0.6597,0.8034
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,720,0.9299,0.194,0.1359,0.1028,0.7373,0.9048
./SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,95,0,0.04,0.38,0.6253,0.5703,0.6947
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1,195,0.9127,0.0606,0.2162,0.2392,0.6841,0.803
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,354,0,0.308,0.1148,0.4208,0.2067,0.4878
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1,256,0.8824,0.0124,0.1383,0.2772,0.8331,0.8745
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1,253,0.9231,0.0894,0.2107,0.2296,0.7105,0.8383
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,160,0.8333,0.0443,0.2063,0.3537,0.6879,0.8353
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,616,0.1398,0.8199,0.1975,0.3411,0.2282,0.6422
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1,2369,0.5538,0.2384,0.2561,0.3186,0.0758,0.2912
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,870,0.9988,0.1768,0.064,0.2659,0.7089,0.9146
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,253,0.927,0.026,0.2014,0.2203,0.6685,0.7873
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,279,0.8938,0.0643,0.2114,0.2721,0.6938,0.81
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,2646,0.0985,0.0893,0.4154,2.0563,0.2363,0.5014
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,2560,0.9546,0.1472,0.2371,0.2205,0.8414,0.9271
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,1144,0.0031,0.3907,0.3998,0.6724,0.2989,0.6806
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,843,0.8448,0.048,0.1953,0.2512,0.2713,0.7147
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,84,0.8372,0.0312,0.1414,0.2619,0.8838,0.9116
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,762,0.9682,0.1561,0.1348,0.1601,0.8665,0.957
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1,754,0.9756,0.1006,0.098,0.1591,0.8664,0.9522
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,525,0.9669,0.1184,0.1115,0.2085,0.8681,0.9466
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,40,0.7619,0,0.1919,0.2567,0.8885,0.9249
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,609,0.7192,0,0.2979,0.7477,0.2832,0.8422
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,2325,0.9536,0.1449,0.355,0.1066,0.8653,0.9403
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,702,0.9822,0,0.037,0.0373,1,1
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1,135,0.8549,0.0266,0.2544,0.3512,0.6727,0.8003
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,218,0.881,0.0699,0.2131,0.2799,0.682,0.8151
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,2618,0.1014,0.1102,0.4308,0.4394,0.2363,0.5283
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,141,1,0.1197,0.2985,0.3521,0.8046,0.9605
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,580,0.9694,0.1796,0.1076,0.2123,0.9219,0.9674
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,378,0.9261,0.0266,0.1238,0.2558,0.9182,0.9355
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,638,0.9718,0.1562,0.0997,0.1522,0.9163,0.9665
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,72,0.1818,0.0677,0.2637,0.3603,0.9922,0.9986
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,41,0,0.0425,0.2497,0.2392,0.9909,0.9976
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,169,0.8571,0.0369,0.1501,0.3014,0.8087,0.849
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,913,0.9713,0.1431,0.1412,0.179,0.8475,0.9517
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,1598,0.979,0.1597,0.352,0.2401,0.8265,0.9153
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,580,0.9697,0.1256,0.152,0.126,0.9096,0.9583
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,612,0.147,0.8062,0.223,0.3487,0.2088,0.5971
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,807,0.0112,0.694,0.23,0.3504,0.117,0.2724
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,741,0.8865,0.0771,0.2242,0.3457,0.1234,0.4112
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,520,0.9871,0.0502,0.1208,0.2716,0.9234,0.9647
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,1978,0.8762,0.1179,0.3462,0.4734,0.1566,0.4333
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,312,0.8993,0.0901,0.22,0.2453,0.7052,0.8053
