@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC

@DATA
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,93.0417,0,0.6925,0.0005,?,?,0.0001,0.276
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.8086,0.001,0.5956,0.0072,0.4014,0.0034,0.0019,0.9708
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,5.9227,0,0.9599,0.0007,?,?,0.0002,0.4539
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,0.7975,0.0001,1.7457,0.0057,?,?,0.0003,0.2552
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,1.309,0,3.187,0.0074,?,?,0.0001,0.365
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom18.cnf,1,0.5586,0.0001,1.7017,0.006,?,?,0.0003,0.3103
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,1.757,0,1.7597,0.0083,?,?,0.0001,0.1065
./SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,3.8009,0,3.0828,0.0022,?,?,0,0.6036
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,1,62.0969,0,0.7131,0.0009,?,?,0.0001,0.3936
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,5.2044,0,0.9339,0.0005,?,?,0,0.2195
./SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,1,1.0083,0.0001,2.5108,0.0101,?,?,0.0002,0.5796
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,1.355,0,1.6611,0.0033,?,?,0.0001,0.3106
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,84.2182,0,1.0806,0.0007,?,?,0.0002,0.6748
./SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand064.cnf,1,1.7395,0,1.9878,0.0029,?,?,0.0001,0.4983
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,2.9543,0,0.7789,0.0006,1.3878,0.0001,0.0003,0.7025
./SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf,1,5.2484,0,2.4732,0.0037,?,?,0.0001,0.0971
./SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,3.5334,0.0065,0.4018,0.0585,0.9642,0.0256,0.0254,0.9787
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1,1.1092,0,1.0172,0.0015,0.8597,0.0005,0.0001,0.1791
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,4.4065,0.0001,2.883,0.0187,?,?,0.0007,0.5997
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,1,4.9554,0,0.7146,0.001,?,?,0.0002,0.7107
SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,678.568,0,1.8279,0.0155,?,?,0.0001,0.4604
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf,1,531.114,0,4.3478,0.0149,?,?,0,0.4575
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.881,0.0035,0.2847,0.0105,0.2189,0.0187,0.0062,0.7547
./SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,3.5658,0.0001,1.2345,0.0023,?,?,0.0002,0.6023
./SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,4.3624,0,0.7729,0.0002,0.7386,0.0001,0,0.7204
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top26.cnf,1,1.7364,0,1.6857,0.0033,?,?,0.0001,0.3135
./SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,39.2044,0.0012,0.0846,0.0024,?,?,0.0023,0.9401
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,6.2939,0,2.3254,0.0052,?,?,0.0001,0.5315
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,1.0564,0.0076,0.2842,0.0212,0.2282,0.0366,0.0128,0.8321
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,4.0566,0,0.4483,0.0001,0.5441,0,0,0.814
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,20.319,0,0.6914,0.0003,?,?,0.0001,0.6768
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,5.636,0,0.4918,0.0001,0.6203,0,0,0.7698
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,1.5541,0,1.9413,0.0046,?,?,0.0002,0.2109
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,65.5826,0,0.7146,0.0009,?,?,0.0001,0.3803
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.9858,0.0001,0.7561,0.0022,0.9091,0.0005,0.0004,0.6516
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,1,0.7541,0,1.9053,0.0048,?,?,0.0002,0.192
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,264.872,0,1.3152,0.0103,?,?,0.0003,0.5705
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,8.4011,0,0.4307,0.0006,?,?,0.0002,0.8282
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,1.0763,0.0001,2.7603,0.0146,?,?,0.0002,0.5363
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,4.1228,0,2.1613,0.0039,?,?,0,0.0912
SAT_RACE06/ibm-2002-21r-k95.cnf,1,4.1088,0,0.9826,0.0007,?,?,0.0001,0.0996
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.7843,0.0005,0.6764,0.0032,0.3566,0.0253,0.0013,0.6387
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?,?,?,?,?,?,?,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,7.4181,0,0.7041,0.0007,?,?,0.0002,0.6843
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.8838,0.0003,1.5383,0.0108,0.8222,0.0033,0.0012,0.5613
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.4032,0,2.0692,0.011,1.042,0.0002,0.0009,0.0419
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,2376.23,0,5.2993,0.0153,?,?,0,0.4664
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,7.4247,0,0.7046,0.0007,?,?,0.0001,0.7058
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,15.7675,0,1.4495,0.0005,?,?,0,0.2577
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,1.9587,0.0002,1.1841,0.0034,?,?,0.0003,0.6236
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.8091,0,1.1344,0.0019,?,?,0.0002,0.2
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,1.9769,0,1.7792,0.0032,?,?,0.0001,0.2489
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,239.289,0,2.8482,0.0076,?,?,0.0001,0.3529
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,1.2897,0,1.3455,0.0019,?,?,0.0002,0.7711
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,1.4559,0,1.1866,0.0029,1.5984,0.0002,0,0.1562
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,20.6921,0,0.942,0.0001,?,?,0,0.1306
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.7905,0.0008,1.074,0.0285,0.9362,0.0048,0.0015,0.9519
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,1.5736,0,1.8137,0.0041,?,?,0.0002,0.4339
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,61.9099,0,0.7771,0.001,?,?,0.0002,0.532
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,12.6262,0,0.4009,0.0003,?,?,0.0001,0.6835
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,4.5286,0.0001,2.4745,0.0256,?,?,0.0012,0.69
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,56.8597,0.0006,0.0729,0.0012,?,?,0.0011,0.9219
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.8357,0.0002,1.3957,0.0086,0.8453,0.0031,0.0006,0.4416
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,3.0997,0,0.4251,0.0002,0.5276,0.0001,0.0001,0.7053
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,3.5269,0,0.7361,0.0018,1.4434,0.0002,0.0004,0.706
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,43.9554,0,2.3891,0.003,?,?,0.0001,0.2719
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,3.4049,0,0.8394,0.0005,1.3737,0.0001,0.0002,0.6058
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.6286,0.0002,1.474,0.0085,1.5201,0.0024,0.0006,0.9094
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.5394,0.0003,0.33,0.0031,0.3577,0.0008,0.0005,0.5681
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.9369,0.0001,0.773,0.0027,0.8677,0.0005,0.0002,0.1933
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,19.8941,0,0.3903,0.0002,?,?,0.0001,0.7263
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,8.7556,0,0.6547,0.0001,0.5865,0,0,0.3648
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.5446,0,1.2703,0.0013,0.449,0.0011,0.0002,0.6665
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.841,0,1.0571,0.0063,?,?,0.0003,0.4055
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.8247,0.0001,0.7594,0.0021,0.9114,0.0004,0.0004,0.6783
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.625,0.0008,0.7973,0.0099,0.7443,0.0021,0.0021,0.9933
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.8478,0.0006,0.684,0.0092,0.6926,0.0026,0.0013,0.567
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.6058,0.0003,0.9752,0.0054,1.0369,0.0014,0.0004,0.5105
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,11.5882,0,0.8254,0.0035,?,?,0.0007,0.3324
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.7532,0.0001,1.4523,0.008,0.8519,0.0029,0.0005,0.4252
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.5595,0.0001,1.5579,0.0071,?,?,0.0004,0.3379
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,5.2488,0.003,0.4914,0.0503,1.3385,0.0226,0.0241,0.9506
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,4.4528,0.0039,0.7071,0.0526,1.4427,0.0096,0.0122,0.875
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,29.3588,0,1.131,0.0009,?,?,0.0003,0.7
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,15.0584,0,0.9857,0.0007,?,?,0.0002,0.7199
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.744,0.0013,0.2757,0.004,0.198,0.0074,0.0024,0.5187
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,28.2241,0,1.1339,0.0009,?,?,0.0003,0.7457
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.9266,0,1.4257,0.0012,?,?,0.0001,0.2035
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,3.4912,0,1.2573,0.001,?,?,0.0001,0.513
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,1.0901,0.0002,1.484,0.0326,1.0461,0.0051,0.0012,0.5344
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,2.0844,0,0.6814,0.0005,0.8601,0.0002,0.0001,0.6272
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?,?,?,?,?,?,?,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,1.5931,0,1.4777,0.0017,?,?,0.0001,0.8105
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,3.5598,0,2.8746,0.0019,?,?,0,0.5939
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.7342,0.0011,0.508,0.0043,0.3475,0.0103,0.002,0.5918
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.6854,0.0006,0.8175,0.0081,0.835,0.0015,0.0015,0.9726
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,1.6529,0,0.8975,0.001,0.7476,0.0003,0.0001,0.1122
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.7724,0.0017,0.2773,0.005,0.2021,0.0093,0.003,0.581
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,1.1392,0.0001,1.5509,0.0037,?,?,0.0002,0.4789
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,4.3598,0,1.8225,0.0043,?,?,0,0.0543
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,20.5692,0.0001,0.9001,0.0068,?,?,0.0024,0.7899
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?,?,?,?,0,0,?,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,54.3296,0.0007,0.0747,0.0013,?,?,0.0013,0.932
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,12.8424,0,0.9885,0.0008,?,?,0.0003,0.8342
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.9596,0,0.4551,0.0002,0.4568,0.0002,0,0.0952
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.61,0.0005,0.7172,0.0066,0.7011,0.0012,0.0012,0.9778
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,171.949,0,0.7826,0.001,?,?,0.0002,0.5561
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,49.4424,0.0008,0.0766,0.0015,?,?,0.0014,0.9231
