@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC

@DATA
bool/routing/s3-3-3-4.xml,1,?,?,?,?,3.651416,0.660065,0.479653,?,0.825556,0.293021,0.976668,0.777778,0.20904,0.816869,0.979207,0.006536,1.656538,?,?,0.944361,0.801513,?,0.673224,0.567514,0.001901,0.24905,0.292424,0.324843,0.751209,0.439007,2.476587,?
bool/routing/s3-3-3-3.xml,1,?,?,?,?,3.484095,0.651508,0.483508,?,0.835832,0.297583,0.987506,0.789474,0.206463,0.76434,0.989001,0.006461,1.598451,?,?,0.930218,0.752187,?,0.69182,0.579817,0.00177,0.251374,0.29602,0.328985,0.754216,0.435713,2.455032,?
bool/routing/s3-3-3-1.xml,1,?,?,?,?,3.620413,0.656667,0.481471,?,0.827353,0.282691,0.987059,0.764706,0.203573,0.769644,0.988341,0.006307,1.703235,?,?,0.924554,0.760522,?,0.652395,0.573834,0.001983,0.256471,0.282438,0.32901,0.750221,0.439869,2.414206,?
bool/routing/s4-4-3-10.xml,1,43.196203,46.186709,1.414214,1.414214,3.042629,0.661915,0.462559,52.294304,0.844235,0.321339,0.98773,0.846154,0.213428,0.767897,0.989765,0.001992,1.222393,22.250256,14.238703,0.914008,0.752484,29.825949,0.949205,0.559734,0.000371,0.226453,0.317192,0.336567,0.766356,0.418256,2.589215,12.544482
bool/routing/s4-4-3-7.xml,1,43.093596,46.187192,1.414214,1.414214,3.076241,0.662032,0.449685,52.413793,0.83071,0.29908,0.990874,0.826087,0.207762,0.745359,0.992154,0.002153,1.325718,22.330623,13.919794,0.905148,0.740949,29.832512,0.842843,0.56079,0.000455,0.241808,0.297968,0.333778,0.758938,0.42557,2.453363,12.225207
bool/routing/s4-4-3-6.xml,1,42.929936,46.072187,1.414214,1.414214,3.142299,0.659588,0.443348,52.866242,0.826689,0.295157,0.990547,0.826087,0.206536,0.748011,0.991833,0.002372,1.380052,22.338246,13.811776,0.906368,0.74537,29.766454,0.814901,0.562843,0.0005,0.245513,0.294703,0.331598,0.755553,0.428764,2.459983,12.120238
bool/routing/s4-4-3-3.xml,1,43.172979,45.957011,1.414214,1.414214,3.177639,0.663327,0.447443,52.09826,0.827035,0.299404,0.985395,0.833333,0.209201,0.776151,0.987416,0.002312,1.36466,22.453396,13.854284,0.916379,0.768292,29.662231,0.829021,0.558025,0.000488,0.240749,0.298627,0.3309,0.757162,0.427522,2.495726,12.160502
bool/routing/s3-3-3-2.xml,1,?,?,?,?,3.416667,0.646067,0.481201,?,0.841616,0.307091,0.9879,0.809524,0.209304,0.765146,0.989517,0.006579,1.532627,?,?,0.933322,0.751018,?,0.738036,0.584632,0.001602,0.246327,0.3046,0.329536,0.755148,0.433981,2.549873,?
bool/routing/s4-4-3-2.xml,1,43.002049,45.932377,1.414214,1.414214,3.211032,0.662973,0.448351,52.663934,0.827309,0.300169,0.985224,0.833333,0.209541,0.777142,0.987276,0.002333,1.379749,22.390748,13.857592,0.916689,0.768839,29.661885,0.829477,0.558339,0.000493,0.240369,0.299301,0.330922,0.757404,0.427167,2.506381,12.166791
bool/routing/s4-4-3-8.xml,1,44.355828,51.779141,1.414214,1.414214,3.45073,0.669053,0.436277,51.226994,0.806444,0.262862,0.989021,0.764706,0.19902,0.753923,0.990043,0.002509,1.637232,22.166801,13.228819,0.897477,0.755399,32.392638,0.642607,0.552982,0.000766,0.261575,0.264899,0.328171,0.746465,0.438613,2.270791,11.537218
bool/routing/s4-4-3-9.xml,1,43.349169,46.072842,1.414214,1.414214,3.049318,0.661665,0.463802,51.781473,0.845052,0.322032,0.987624,0.846154,0.213443,0.768592,0.989682,0.002005,1.2239,22.04908,14.229269,0.91473,0.75261,29.7308,0.94841,0.560204,0.000374,0.226121,0.317758,0.336827,0.766557,0.41818,2.593863,12.533816
bool/routing/s4-4-3-4.xml,1,43.082061,46.001908,1.414214,1.414214,3.164738,0.664207,0.454356,52.480916,0.831826,0.303931,0.985956,0.833333,0.21073,0.77489,0.987962,0.002138,1.336051,22.365816,13.961811,0.915141,0.764704,29.704198,0.860871,0.557484,0.000454,0.23661,0.302405,0.333458,0.760185,0.424464,2.489238,12.269711
bool/routing/s3-3-3-5.xml,1,?,?,?,?,3.575975,0.649799,0.489597,?,0.838685,0.300778,0.9869,0.789474,0.207047,0.767873,0.988485,0.006674,1.640637,?,?,0.933036,0.753734,?,0.691403,0.582346,0.001838,0.250193,0.298805,0.329418,0.755099,0.435133,2.475398,?
bool/routing/s4-4-3-5.xml,1,43.284133,45.97786,1.414214,1.414214,3.092734,0.661912,0.45823,51.845018,0.83688,0.304699,0.990718,0.826087,0.208343,0.749571,0.992063,0.002032,1.307675,22.380953,14.00422,0.906351,0.74167,29.667897,0.876698,0.561442,0.000433,0.236812,0.3027,0.336799,0.761582,0.423131,2.478977,12.309476
bool/routing/s4-4-3-1.xml,1,43.106509,46.104536,1.414214,1.414214,3.095761,0.661693,0.450919,52.366864,0.83136,0.299855,0.990751,0.826087,0.207925,0.746362,0.992053,0.002171,1.334012,21.849949,13.915506,0.905724,0.74143,29.773176,0.842729,0.561269,0.00046,0.24146,0.298634,0.333904,0.759175,0.42537,2.460541,12.221587
bool/ii/ii-16e2.xml,1,3.819552,41.550796,1.414214,1.414214,0.884513,0.511912,0.401338,93.634079,0.89015,0.349169,0.978883,0.826087,0.187315,0.789614,0.987395,0.000126,0.266847,20.943063,17.569403,1.008921,0.758506,40.277612,0.730841,0.716689,0.000042,0.255491,0.273879,0.368917,0.728075,0.453942,2.452333,14.596364
bool/ii/ii-8b1.xml,1,?,?,?,?,4.6498,0.578858,0.471888,?,0.836537,0.254218,0.958685,0.733333,0.182573,0.876671,0.966594,0.001997,2.292976,?,?,1.103114,0.838353,?,0.466519,0.685073,0.001151,0.269804,0.238095,0.353906,0.679723,0.54137,2.29912,?
bool/ii/ii-32c1.xml,1,?,?,?,?,0.744196,0.464117,0.348551,?,0.928819,0.43965,0.986485,0.826087,0.217501,0.727662,0.992072,0.001078,0.171249,?,?,0.930616,0.728583,?,0.697347,0.729086,0.000207,0.21429,0.316826,0.389839,0.74459,0.436444,3.012896,?
bool/ii/ii-8d1.xml,1,?,?,?,?,3.570593,0.556236,0.459762,?,0.836946,0.272638,0.955277,0.833333,0.179806,0.898389,0.966258,0.001265,1.72531,?,?,1.123148,0.844593,?,0.460078,0.707075,0.000586,0.271471,0.244909,0.349791,0.689136,0.521651,2.453571,?
bool/ii/ii-16a1.xml,1,4.710248,24.250642,1.414214,1.414214,3.295422,0.521317,0.458073,92.149586,0.894327,0.348278,0.970482,0.826087,0.19847,0.843846,0.978117,0.000367,1.396396,21.47186,16.66603,1.071961,0.798313,22.68056,0.590541,0.731926,0.000116,0.23813,0.277485,0.374243,0.716651,0.485067,2.726577,14.609756
bool/ii/ii-32c3.xml,1,4.714165,19.608561,1.414214,1.414214,0.677344,0.463872,0.347834,92.143058,0.928696,0.439778,0.986461,0.826087,0.216983,0.727344,0.992063,0.000349,0.142491,20.935586,17.674806,0.929974,0.728691,18.037173,0.708327,0.728966,0.000067,0.213631,0.316901,0.391305,0.744741,0.436133,2.993075,13.792689
bool/ii/ii-8c2.xml,1,?,?,?,?,4.023025,0.553153,0.471446,?,0.845226,0.275938,0.955026,0.744681,0.181871,0.900095,0.965796,0.000714,1.936362,?,?,1.130425,0.845623,?,0.624741,0.715834,0.000329,0.26607,0.24726,0.351094,0.685683,0.530348,2.460924,?
bool/ii/ii-32b4.xml,1,3.131936,19.18208,1.414214,1.414214,0.687569,0.463795,0.347999,94.780107,0.928742,0.439707,0.98647,0.826087,0.216837,0.727401,0.992066,0.000178,0.146677,20.814665,18.646028,0.930196,0.728672,18.138101,0.731715,0.729164,0.000034,0.213277,0.316867,0.391642,0.744579,0.436387,2.985682,14.789075
bool/ii/ii-16e1.xml,1,4.665542,41.512085,1.414214,1.414214,0.884606,0.513133,0.40218,92.224096,0.891066,0.349491,0.979108,0.826087,0.187527,0.789143,0.986068,0.000066,0.267722,21.059029,18.495945,1.006947,0.767734,39.956905,0.618229,0.714854,0.000022,0.255781,0.274759,0.368449,0.728945,0.452606,2.486118,15.511722
bool/ii/ii-32b2.xml,1,5.555161,20.294431,1.414214,1.414214,0.729627,0.463912,0.348466,90.741398,0.928827,0.439611,0.986486,0.826087,0.21713,0.727603,0.992072,0.000548,0.16465,21.128599,17.036785,0.930637,0.728603,18.44271,0.70184,0.729297,0.000105,0.213546,0.316812,0.390871,0.744441,0.436649,2.994364,13.215381
bool/ii/ii-32e5.xml,1,2.576082,19.518013,1.414214,1.414214,0.767464,0.46372,0.349025,95.706531,0.928973,0.439392,0.986514,0.826087,0.216854,0.727802,0.992083,0.000146,0.180149,20.591197,18.956314,0.931348,0.728533,18.659319,0.751475,0.729882,0.000028,0.212609,0.316704,0.391607,0.743959,0.437419,2.984531,15.207853
bool/ii/ii-32c2.xml,1,6.145619,20.12752,1.414214,1.414214,0.682309,0.463938,0.347864,89.757302,0.928694,0.43979,0.986461,0.826087,0.217133,0.727364,0.992063,0.000521,0.144703,20.866956,17.098166,0.92997,0.728684,18.07898,0.701474,0.728899,0.0001,0.21387,0.316905,0.390951,0.744787,0.436069,2.994417,13.212344
bool/ii/ii-8b3.xml,1,?,?,?,?,4.550882,0.577836,0.471508,?,0.836419,0.254193,0.958655,0.733333,0.182233,0.876761,0.966572,0.000678,2.200431,?,?,1.104033,0.83845,?,0.81228,0.686498,0.00039,0.264965,0.238072,0.351534,0.678821,0.542613,2.226894,?
bool/ii/ii-8a2.xml,1,?,?,?,?,2.521501,0.578641,0.437088,?,0.8359,0.251458,0.967444,0.733333,0.173651,0.843476,0.976829,0.002346,1.177959,?,?,1.065452,0.801818,?,0.3696,0.668294,0.001422,0.281346,0.230721,0.34723,0.698536,0.500919,2.129649,?
bool/ii/ii-8c1.xml,1,?,?,?,?,3.211945,0.559904,0.452243,?,0.841675,0.268911,0.959721,0.714286,0.176654,0.882777,0.97042,0.001165,1.54337,?,?,1.107443,0.830661,?,0.460301,0.698395,0.000542,0.273779,0.241528,0.349186,0.693439,0.512783,2.41401,?
bool/ii/ii-16d1.xml,1,4.30798,30.768782,1.414214,1.414214,1.32079,0.51219,0.414698,92.820034,0.891324,0.348164,0.978261,0.826087,0.189328,0.799491,0.985433,0.000133,0.483672,20.852369,17.626935,1.024262,0.771111,29.332789,0.644184,0.723589,0.000044,0.25267,0.274304,0.368955,0.723612,0.46371,2.562702,14.960771
bool/ii/ii-16c1.xml,1,5.252951,30.442733,1.414214,1.414214,1.370353,0.509688,0.414623,91.245082,0.893103,0.352788,0.977814,0.826087,0.190648,0.801311,0.985079,0.000172,0.506414,21.440749,17.649825,1.025472,0.772398,28.691749,0.569033,0.72609,0.000045,0.251473,0.276902,0.369403,0.724149,0.463634,2.601292,14.972666
bool/ii/ii-8b4.xml,1,?,?,?,?,4.698163,0.57773,0.474405,?,0.836608,0.254397,0.95808,0.733333,0.183033,0.87837,0.965873,0.000525,2.266879,?,?,1.106389,0.84043,?,0.949929,0.688007,0.000301,0.263558,0.238603,0.351569,0.677248,0.545933,2.218738,?
bool/ii/ii-8a1.xml,1,?,?,?,?,3.675862,0.558071,0.419291,?,0.812336,0.259499,0.940945,0.636364,0.175573,0.925775,0.952899,0.013793,1.830709,?,?,1.132129,0.878298,?,0.39483,0.692745,0.008471,0.285433,0.239502,0.328508,0.67663,0.525774,2.215072,?
bool/ii/ii-32e1.xml,1,?,?,?,?,0.719964,0.464125,0.348244,?,0.928752,0.43974,0.986472,0.826087,0.217525,0.72754,0.992067,0.001051,0.161,?,?,0.930279,0.728625,?,0.697378,0.72889,0.000202,0.214436,0.316873,0.389886,0.744762,0.436156,3.010585,?
bool/ii/ii-32e3.xml,1,3.700935,19.592523,1.414214,1.414214,0.715979,0.463812,0.348344,93.831776,0.928814,0.439615,0.986484,0.826087,0.216922,0.727542,0.992071,0.000274,0.158689,20.73237,18.031626,0.93056,0.728624,18.358879,0.7167,0.729352,0.000053,0.213211,0.316817,0.391421,0.744411,0.436676,2.990821,14.208082
bool/ii/ii-16b2.xml,1,3.754143,26.834913,1.414214,1.414214,1.914788,0.512173,0.425626,93.743095,0.889204,0.347845,0.97447,0.826087,0.192245,0.819175,0.988054,0.000225,0.758378,20.402798,17.037493,1.046655,0.753737,25.583532,0.852678,0.730713,0.000073,0.245997,0.272302,0.371372,0.719706,0.473267,2.475311,14.650771
bool/ii/ii-32d2.xml,1,4.362066,20.680223,1.414214,1.414214,0.936415,0.465014,0.356276,92.72989,0.928203,0.43954,0.985595,0.897436,0.217902,0.739162,0.992134,0.000499,0.250523,21.19952,17.214803,0.944614,0.727171,19.226201,0.702805,0.733618,0.000095,0.212266,0.31649,0.391795,0.743402,0.43998,3.003759,13.64239
bool/ii/ii-32e2.xml,1,5.31696,20.361766,1.414214,1.414214,0.755165,0.463898,0.34879,91.1384,0.928899,0.439515,0.9865,0.826087,0.217121,0.727731,0.992077,0.000562,0.175391,20.825238,17.005087,0.930995,0.728559,18.589446,0.701972,0.729511,0.000108,0.213371,0.316762,0.390836,0.744255,0.436961,2.996577,13.216897
bool/ii/ii-8e2.xml,1,?,?,?,?,3.222497,0.558419,0.45781,?,0.843095,0.269813,0.959554,0.733333,0.179079,0.883925,0.970165,0.0006,1.515697,?,?,1.111711,0.831468,?,0.60281,0.70279,0.000277,0.268867,0.242256,0.350272,0.691115,0.517942,2.366912,?
bool/ii/ii-16b1.xml,1,3.909502,26.618401,1.414214,1.414214,1.950855,0.513006,0.430603,93.484163,0.890139,0.345928,0.975295,0.826087,0.192007,0.818108,0.983062,0.000151,0.781773,20.457183,17.610275,1.049203,0.780912,25.315234,0.773148,0.732111,0.000049,0.247224,0.273838,0.370307,0.716877,0.477811,2.524653,15.247037
bool/ii/ii-32e4.xml,1,3.098892,19.237955,1.414214,1.414214,0.695385,0.46379,0.348099,94.83518,0.928764,0.439677,0.986474,0.826087,0.216841,0.727441,0.992068,0.00018,0.149964,20.462254,18.635715,0.930307,0.728658,18.204991,0.732006,0.729232,0.000035,0.213219,0.316851,0.39163,0.744521,0.436485,2.986083,14.789585
bool/ii/ii-16a2.xml,1,?,?,?,?,3.505997,0.520844,0.462055,?,0.891038,0.339889,0.975178,0.826087,0.198935,0.82197,0.981939,0.000334,1.494655,?,?,1.069351,0.782159,?,0.888655,0.739482,0.000103,0.237924,0.272242,0.373748,0.705295,0.503666,2.727323,?
bool/ii/ii-32b3.xml,1,3.433081,19.276554,1.414214,1.414214,0.68703,0.46381,0.347985,94.278198,0.928737,0.439716,0.986469,0.826087,0.216867,0.727397,0.992066,0.000214,0.146475,20.644931,18.386747,0.930173,0.728673,18.132193,0.723839,0.729137,0.000041,0.213337,0.316871,0.391571,0.744601,0.436355,2.987289,14.526866
