SAT11/random/large/unif-k3-r4.2-v15000-c63000-S980027332-029-UNKNOWN.cnf,1,0.0004,0.0006,0.0001,0.0004,0.0004,0.0001,0.0011,0.4,5.0899,0.3326,0.2001,0.0001,0.9577,0.0135,0.2906
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S942849-099.UNKNOWN.cnf,1,0.0058,0.0098,0.0022,0.0057,0.0086,0.002,0.0188,0.3333,4.0145,0.033,0.0646,0.0005,0.2021,0.0655,0.5045
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1008065350-031.UNKNOWN.cnf,1,0.0091,0.0147,0.0034,0.0084,0.0136,0.0052,0.0288,0.25,4,0.0241,0.0693,0,0.1976,0.0742,0.533
SAT11/random/large/unif-k7-r85-v400-c34000-S536077088-015-UNKNOWN.cnf,1,0.0175,0.0194,0.0011,0.0016,0.0117,0.0117,0.0117,?,2.0401,0.214,0.0719,0.0001,0.2585,0.109,0.702
SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,0.0778,0.0841,0.0049,0.0069,0.0111,0.0111,0.0111,?,2,0.0231,0.0174,0.0001,0.2967,0.1904,0.7641
SAT11/random/medium/unif-k7-r89-v50-c4450-S1880985555-004.UNKNOWN.cnf,1,0.14,0.1501,0.0089,0.0126,0.011,0.011,0.011,?,2,0.0121,0.0115,0.0006,0.3427,0.2308,0.776
SAT11/random/large/unif-k5-r20-v1250-c25000-S871131876-087-UNKNOWN.cnf,1,0.004,0.0058,0.0007,0.0014,0.0137,0.0097,0.0184,?,3,0.2711,0.1074,0.0005,0.2235,0.0895,0.5866
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S960198064-030.SATISFIABLE.cnf,1,0.0074,0.0116,0.0028,0.0073,0.0109,0.0043,0.0218,0.25,4,0.0281,0.1092,0.0039,0.2165,0.0713,0.619
SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,0.1,0.1104,0.0069,0.0095,0.0111,0.0111,0.0111,?,2,0.0175,0.011,0.0005,0.3104,0.2097,0.7565
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1536861174-069.SATISFIABLE.cnf,1,0.0077,0.0097,0.0019,0.005,0.0078,0.003,0.0192,0.25,4.0167,0.5855,0.1492,0.0003,0.2133,0.0652,0.4884
SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,0.0875,0.0938,0.0055,0.007,0.0111,0.0111,0.0111,?,2,0.0177,0.012,0.0006,0.3003,0.1965,0.7541
SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,0.1,0.1077,0.0063,0.009,0.0111,0.0111,0.0111,?,2,0.0167,0.0213,0.003,0.3187,0.2086,0.7619
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S379672572-039.SATISFIABLE.cnf,1,0.0068,0.0118,0.0025,0.0063,0.0101,0.0035,0.0232,0.2527,4.0068,0.0332,0.1051,0.0019,0.2091,0.07,0.5448
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S357264423-067-UNKNOWN.cnf,1,0.0003,0.0005,0.0001,0.0003,0.0003,0,0.0011,0.2857,5.2613,0.4807,0.233,0,0.79,0.0114,0.2805
SAT11/random/large/unif-k7-r85-v150-c12750-S1737989193-079-UNKNOWN.cnf,1,0.0467,0.0521,0.003,0.0042,0.0117,0.0117,0.0117,?,2,0.0289,0.0169,0,0.257,0.1543,0.7367
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,0.05,0.0615,0.0089,0.0164,0.0459,0.0441,0.0465,0.1417,2.7374,0.0134,0.0242,0.0042,0.2579,0.1671,0.7254
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S625465881-078-UNKNOWN.cnf,1,0.0002,0.0002,0,0.0002,0.0002,0,0.0005,0.3333,5.8837,0.5627,0.3691,0,0.8189,0.005,0.2486
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1980330668-030.SATISFIABLE.cnf,1,0.05,0.0601,0.0092,0.015,0.0459,0.0441,0.0465,0.1415,2.7172,0.0126,0.0402,0.0034,0.2615,0.1688,0.7115
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,0.0002,0.0003,0.0001,0.0002,0.0002,0,0.0006,0.3333,5.7321,0.5354,0.3737,0.0001,0.4222,0.0125,0.2641
SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,0.0033,0.0043,0.0006,0.0011,0.0117,0.0083,0.0146,?,3,0.2859,0.1277,0.0004,0.2651,0.049,0.5597
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S31505198-038.UNKNOWN.cnf,1,0.0333,0.0423,0.0059,0.0097,0.044,0.041,0.0463,0.1013,3,0.0212,0.0305,0.0028,0.2442,0.141,0.704
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S375894551-007.UNKNOWN.cnf,1,0.0333,0.0423,0.0066,0.0103,0.0441,0.041,0.0463,0.1029,3,0.0276,0.0271,0.0005,0.2434,0.1418,0.6902
SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,0.0875,0.0958,0.006,0.0084,0.0111,0.0111,0.0111,?,2,0.0186,0.0127,0.0027,0.2977,0.199,0.7574
SAT11/random/medium/unif-k7-r89-v80-c7120-S1901567697-013.UNKNOWN.cnf,1,0.0875,0.0973,0.0054,0.0073,0.0111,0.0111,0.0111,?,2,0.0183,0.0149,0.0004,0.3024,0.199,0.7522
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S895193371-061.UNKNOWN.cnf,1,0.0129,0.0183,0.0039,0.0083,0.0154,0.0059,0.0366,0.25,4,0.0142,0.02,0.0055,0.2068,0.0802,0.6303
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S874954918-011.SATISFIABLE.cnf,1,0.0112,0.0107,0.0028,0.0064,0.0112,0.0043,0.021,0.2273,4,0.0218,0.1002,0.0056,0.2117,0.067,0.5563
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S924370159-018-UNKNOWN.cnf,1,0.0021,0.0035,0.0006,0.0017,0.0025,0.0008,0.0072,0.2857,4.9231,0.3352,0.0748,0.0001,0.211,0.0298,0.4112
SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,0.0778,0.0876,0.0044,0.006,0.0111,0.0111,0.0111,?,2,0.0259,0.0174,0.003,0.2904,0.1847,0.7522
SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,0.0875,0.0934,0.0051,0.0076,0.0111,0.0111,0.0111,?,2,0.018,0.0136,0.0005,0.3064,0.1986,0.7508
SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,0.1167,0.1255,0.0074,0.0101,0.011,0.011,0.011,?,2,0.0129,0.0086,0.0032,0.3226,0.2163,0.7683
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,0.0002,0.0003,0.0001,0.0002,0.0002,0,0.0006,0.3333,5.7931,0.4777,0.3411,0,0.4488,0.0041,0.2663
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,0.0169,0.0196,0.0051,0.0118,0.0196,0.0016,0.0353,0.2857,4.0102,0.0119,0.0675,0.0036,0.2037,0.0891,0.652
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,0.0002,0.0003,0.0001,0.0002,0.0002,0,0.0006,0.3333,5.5636,0.5383,0.3303,0,0.691,0.0067,0.2939
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,0.0073,0.0135,0.0022,0.0051,0.0087,0.0034,0.0266,0.3056,4.0116,0.0206,0.0675,0.0011,0.2034,0.0611,0.4964
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,0.0114,0.0152,0.0034,0.0073,0.0136,0.0031,0.0288,0.2857,4,0.0202,0.0545,0,0.2131,0.0755,0.5864
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,0.0114,0.0168,0.0033,0.01,0.0136,0.0058,0.0336,0.2857,4,0.0259,0.0886,0,0.2047,0.0791,0.5683
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,0.0002,0.0004,0.0001,0.0002,0.0003,0,0.0008,0.4,5.375,0.5175,0.2973,0,0.7214,0.0076,0.2656
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,0.0033,0.0045,0.0006,0.0011,0.0117,0.0085,0.0148,?,3,0.24,0.1222,0,0.2441,0.0996,0.5764
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,0.04,0.0496,0.0072,0.0124,0.0452,0.0421,0.0466,0.1149,2.9677,0.0194,0.0319,0.0014,0.2447,0.152,0.7065
