instances,SUNNY
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,996.3720000000001
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,216.918
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,449.3267
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,122.921
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,0.002998
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,79.04380999999998
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,102.50519999999999
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,487.03700000000003
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,3469.32
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,116.09809999999999
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,409.99330000000003
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1466.112
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,70.97809999999998
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,50000
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,79.11786
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,76.95563
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1008.1732
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,3.4449069999999997
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,78.11873999999999
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,660.4200000000001
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,50000
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,154.27630000000002
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,7.381989
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1429.02
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,932.9540000000001
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,253.58100000000093
./SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,945.673
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,870.9960000000001
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,590.225
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,2094.7200000000003
