@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.OneRAttributeEval -S 1 -F 10 -B 6-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC

@DATA
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.0087,3.3399,0.5031,0.9945,0.0575,32.2696,0.9608,0,0.5,0.7896,0,0.9835,0.3261,0,0,0,0.2482,0,2443200,0,0,0.2772,0,0.0104,0.0001,0.0731,1.9702,0.9482,150,150,0,0.9608,0.962,0,0,1.6658,1.6503,0,1.1998,0.0004,0,0.0005,0,0.6925,0.9613,0.1005,0,0.999,13169160,0.6483,0,0,?,?,0,150,0,0,0,0,0,0,0,0
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.0052,0.3811,0.8349,0.5429,0.0561,0.4399,0.217,56.928,0.3218,0.3448,38.5745,0.1759,0.0901,0.0201,0.0448,28.678,0.4541,0.2788,60.5861,0.2693,257,0.1845,56.0982,0.0293,0.0019,0.072,0.8459,0.0412,10,8.9931,230,0.5004,0.0982,0.0014,0.0017,1.9744,2.0475,0.0011,0.9361,0.005,0.4044,0.0072,229,0.5956,0.2379,0.8037,0.0555,0.8527,5726,1.1951,258,607,0.0296,0.3405,0.303,7,0.0956,0.001,244,36.1189,0.0445,767,545,668
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0,0.1466,2.8639,0.4945,0.0192,1.5384,0.0599,0,0.2793,0.0538,0,0.1002,0.0361,0.008,0.0096,0,0.004,0,4388,1.0952,0,0,0,0,0.0002,0.1005,0.9624,0.0098,7,7,0,0.1144,0.0271,0,0.0001,2.6061,1.7163,0,2.0156,0.0006,1.4036,0.0007,8550,0.9599,0.1995,1.1245,1.4142,1,742909,0.4399,8640,0,?,?,0,7,0.6169,0,4325,0,0.1487,0,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,0.0264,0.7111,0.6773,0.5946,0.1706,0.1417,0.1279,38.0524,0.2404,0.4287,31.0699,0.1569,0.2438,0.0077,0.0121,30.2714,1.5488,0.1443,585.833,0.9141,4360,0.539,38.0524,0.0617,0.0003,0.2402,0.8832,0.0014,6,5.4613,0,0.381,0.0394,0.0001,0.0001,2.3075,2.2716,0.0001,0.7067,0.0015,1.7182,0.0057,4314,1.7457,0.2703,0.8949,0.49,0.9832,134663,1.5239,4433,1148,?,?,0.3772,4,0.0786,0.0001,4323.5,30.4172,0.2154,2373,873,1850
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,0.02,0.6103,0.7402,0.6399,0.0588,0.4754,0.2604,12,0.4998,0.4843,4.8564,0.3503,0.1487,0.0112,0.0058,3,4.6487,0.6306,2493,0,11591,2.2619,9.5152,0.028,0.0001,0.1187,0.8881,0.0449,9,8.8132,11591,0.5949,0.1443,0,0,2.1823,2.0293,0,0.9173,0.0055,0,0.0074,11477,3.187,0.3552,0.6495,0,0.9997,768347,1.4799,11611,9,?,?,0.805,8,0.1762,0,11591,3.375,0,34,8,31
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom18.cnf,1,0.0253,0.7096,0.678,0.5943,0.1705,0.153,0.1305,33.8246,0.2404,0.4305,28.1605,0.157,0.244,0.0061,0.0111,26.1941,1.5533,0.1004,216.833,0.2907,3984,0.5418,33.8246,0.0613,0.0003,0.2402,0.882,0.0016,6,5.4545,3805,0.3813,0.0393,0.0001,0.0001,2.3203,2.2958,0.0001,0.7123,0.0016,0.6721,0.006,3846,1.7017,0.269,0.8934,0.0208,0.9882,121578,1.5243,3953,984,?,?,0.2772,4,0.0776,0.0001,3929,28.002,0.0166,1310,932,1087
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,0.0006,0.3744,0.692,0.8292,0.1191,0.6209,0.1194,29.9928,0.4444,0.3756,14.4616,0.6142,0.1496,0.1539,0.4901,9.6432,4.9941,0.3959,3603,0.8797,0,1.3544,21.7805,0.0282,0.0001,0.1457,0.963,0.1894,8,7.3662,0,0.4435,0.4453,0,0.0001,2.5155,2.8827,0,0.7515,0.0071,1.1336,0.0083,0,1.7597,0.5682,0.4113,1.4142,1,582994,1.7696,9029,188,?,?,1.1178,7,0.8037,0,4575.5,12.1176,0.3123,257,119,210
./SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0.0233,1.0202,0.7789,0.5304,0.0977,2.7709,0.2671,25.3072,0.4592,0.4387,25.3072,0.2573,0.1814,0,0,25.3072,1.7447,0,26856,0,0,0.7553,25.3072,0.0246,0,0.1325,1.5846,0.01,7,6.7455,0,0.5216,0.1464,0,0,1.7529,2.2843,0,0.7679,0.0009,0,0.0022,0,3.0828,0.2938,0.701,0,0.9314,598619,1.3966,0,153,?,?,0,5,0,0,0,25.3072,0,153,153,153
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,1,0.0088,3.2944,0.5086,0.9944,0.0577,19.3806,0.9602,0,0.5,0.786,0,0.9831,0.3246,0,0,0,0.4244,0,1357670,0,0,0.4827,0,0.0106,0.0001,0.0741,1.3293,0.9474,90,89.8,0,0.9602,0.9617,0,0,1.8472,1.7796,0,1.1975,0.0007,0,0.0009,0,0.7131,0.9602,0.103,0,0.999,8779920,0.656,0,0,?,?,0,89,0,0,0,0,0,0,0,0
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,0.0024,0.6191,1.0307,0.9106,0.0677,0.9183,0.5118,9,0.2649,0.3633,6.2933,0.5813,0.1635,0.0005,0.0016,4,1.1505,0.3325,28487,0,0,0.3948,9,0.0068,0,0.1254,0.9439,0.0681,76,70.5,0,0.603,0.2011,0,0,2.8203,3.2477,0,1.2315,0.0003,0,0.0005,24570,0.9339,0.5281,0.6029,0,0.9909,686589,1.796,24570,23,?,?,1.0145,65,0.0125,0,0,6.38,0,50,22,35
./SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,1,0.0264,0.391,0.7453,0.7996,0.0648,0.4522,0.2299,14.7736,0.3013,0.4592,11.1341,0.7119,0.0709,0.1525,0.1498,9.662,0.0173,0.1908,1.1579,0.0499,2597,0.0072,14.7736,0.0371,0.0002,0.1013,0.8881,0.3783,11,9.0507,2528,0.4607,0.6037,0.0002,0.0002,1.9525,1.7742,0.0002,0.555,0.0137,0.5944,0.0101,2516,2.5108,0.6544,0.2365,0.014,0.9506,55571,1.5077,2613,439,?,?,0.1571,7,1.3833,0.0001,2565,11.1327,0.006,537,437,519
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,0.026,0.5536,0.6648,0.5848,0.0788,0.2943,0.1489,28.1643,0.2432,0.3877,18.2427,0.5502,0.1815,0.0176,0.0076,13.7033,1.7234,0.2866,1803.67,0.3084,6579,0.7009,28.1643,0.0616,0.0001,0.1749,0.8852,0.0295,6,5.4599,6528,0.4242,0.1545,0,0.0001,1.9524,2.0728,0,0.7108,0.0013,0.404,0.0033,6550,1.6611,0.4021,0.5749,0.0099,0.9903,227126,1.2526,6696,695,?,?,0.532,4,0.2123,0,6579,16.4406,0.0432,914,691,858
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0,13.2663,0.9597,1,0.2679,15.2952,0.9842,0,0.5,0.5179,0,0.9778,0.32,0,0,0,0.0486,0,1276740,0,0,0.0044,0,0.0006,0.0002,0.4933,1.0011,0.0688,17,15.5,0,0.9842,0.5,0,0,3.5036,3.079,0,1.4529,0.0006,0,0.0007,0,1.0806,0.7626,0.4657,0,1,5949456,0.8005,0,0,?,?,0,14,0,0,0,0,0,0,0,0
./SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand064.cnf,1,0.0199,0.7664,0.7369,0.548,0.0897,0.5197,0.2964,25.5212,0.4209,0.4802,10.5492,0.3132,0.1834,0.04,0.0119,6.2076,2.7128,0.5886,2763.67,0.9981,6321,1.0278,25.5212,0.023,0.0001,0.1154,0.9104,0.0212,7,6.7536,0,0.4981,0.1275,0.0001,0.0001,2.0606,2.3172,0,0.8258,0.0011,1.184,0.0029,6192,1.9878,0.3249,0.7169,0.8661,1,276623,1.6108,6408,376,?,?,0.1626,6,0.3724,0,6321,9.6839,0.3536,519,344,424
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,0.0014,0.8702,0.9718,0.9513,0.0873,0.46,0.9005,104.85,0.5,0.4925,63.4109,0.8123,0.2947,0.0022,0.0078,43.1752,0.3071,0.4614,1420.57,0.5493,6805,0.1339,104.85,0.0019,0.0003,0.3324,0.9787,0.02,13,11.2111,0,0.9064,0.2212,0,0.0001,2.6347,2.83,0.0001,1.6279,0.0005,2.4834,0.0006,6713,0.7789,0.6114,0.6078,0.4411,1,142227,1.0639,6839,1113,0.0062,0.543,0.4782,10,0.3218,0,6754,75.9704,0.1811,1554,230,1427
./SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf,1,0.0001,0.4944,0.6399,0.9211,0.0847,1.1372,0.1224,23.3968,1,0.4848,12.4783,0.6128,0.1749,0.0304,0.4043,11.1825,6.607,0.3424,2969,0.8087,6079,2.3796,23.3968,0.0148,0.0001,0.0956,0.9971,0.3881,7,6.1348,0,0.4776,0.5433,0,0.0001,2.6194,2.666,0,0.7308,0.0014,1.4928,0.0037,0,2.4732,0.626,0.3381,0.6669,1,1020908,1.427,6190,470,?,?,0.4463,6,0.3386,0,6061.5,11.508,0.1934,760,126,748
./SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,0.0005,0.4142,0.4806,0.9531,0.0854,3.3207,0.7698,0,0.2823,0.7688,0,0.8343,0.2633,0.0166,0.123,0,0.7895,0,1.3982,0.1809,44,1.0273,0,0.0099,0.0254,0.1193,0.9816,0.4131,7,5.5426,32,0.7802,0.7472,0.0065,0.0211,2.6889,3.4393,0.0166,1.0948,0.0338,1.3647,0.0585,32,0.4018,0.7698,0.2653,0.1227,0.9944,1559,1.0863,44,0,0.1313,0.5987,0,4,0.9022,0.0065,38,0,0.0184,0,0,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1,0.0009,0.3687,0.7582,0.7174,0.0778,0.3075,0.2359,235.1361,0.2859,0.456,30.6903,0.3393,0.1192,0.0034,0.0097,7.7433,2.7092,2.2207,1378,0.7873,6199,0.9375,235.1361,0.0122,0.0001,0.1088,0.9022,0.0222,12,11.4659,6145,0.4676,0.1252,0.0001,0.0001,2.6411,2.896,0.0001,0.8863,0.0007,0.8273,0.0015,6196,1.0172,0.3554,0.7191,0.0062,1,262658,1.7048,6338,490,0.0036,0.6055,0.3019,9,0.0257,0,6199,8.1192,0.0798,695,399,643
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,0,1.9187,0.5235,0.9899,0.1064,2.1996,0.5524,136.7586,0.4995,0.6938,65.2521,0.8491,0.2535,0.174,0.1753,42.9939,69.0141,0.441,88.4545,0.773,1557,10.1228,106.9508,0.0018,0.0007,0.169,0.9393,0.1111,5,4.9239,1471,0.8552,0.6875,0.0001,0.0003,3.0191,3.169,0.0003,1.3407,0.076,3.2008,0.0187,1481,2.883,0.7563,0.3812,0.2247,0.9993,1130525,1.3928,1567,79,?,?,0.4671,4,5.1088,0.0001,1523.5,56.9161,0.0258,183,61,124
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,1,0.0033,1.9844,1.2726,0.9545,0.2382,1.6114,0.9764,575.7273,0.5282,0.379,281.4514,0.9254,0.1651,0.0367,0.559,150.1111,1.3233,0.5467,11766,0,0,0.7975,575.7273,0.0061,0.0002,0.2681,0.9951,0.2027,37,36.1383,0,0.9739,0.2957,0,0,2.2688,2.3914,0,1.4562,0.0006,0,0.001,0,0.7146,0.701,0.4678,0,1,676901,0.8075,23005,11,?,?,0.6468,35,1.994,0,0,228.3333,0,66,9,47
SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,0,2.6384,0.593,1,0.0358,15.7202,0.9069,0,0.5,0.7212,0,0.9971,0.2372,0,0,0,0.0753,0,232791,0,0,0.0073,0,0.0004,0.0001,0.1988,1.0338,0.8346,5,5,0,0.9495,0.9718,0,0,4.0475,4.0238,0,1.9857,0.0033,0,0.0155,0,1.8279,0.9439,0.1547,0,1,4313014,1.0688,0,0,?,?,0,5,0,0,0,0,0,0,0,0
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf,1,0,2.1534,0.5229,1,0.1086,395.696,0.9087,0,1,0.7691,0,0.9918,0.2634,0,0,0,0.2484,0,440797,0,0,0.029,0,0.0005,0,0.3412,1.8843,0.353,4,4,0,0.9301,0.9247,0,0,4.165,4.2629,0,1.6355,0.008,0,0.0149,0,4.3478,0.8634,0.3208,0,1,3634677,1.0028,0,0,?,?,0,4,0,0,0,0,0,0,0,0
