@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE csp_percent_ext NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE support_horn-clauses-fraction NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE direct_VG-min NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_VG-coeff-variation NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_percent_alldiff NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_nclausesOrig NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE support_VCG-VAR-max NUMERIC
@ATTRIBUTE csp_percent_cumulative NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE csp_log_search_vars NUMERIC
@ATTRIBUTE support_VG-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_CG-mean NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE support_VG-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE direct_horn-clauses-fraction NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_cluster-coeff-min NUMERIC
@ATTRIBUTE support_VCG-VAR-entropy NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE direct_VG-max NUMERIC
@ATTRIBUTE directorder_CG-min NUMERIC
@ATTRIBUTE directorder_Basic-featuretime NUMERIC
@ATTRIBUTE support_reducedVars NUMERIC
@ATTRIBUTE direct_VG-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_reducedClauses NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE direct_nvarsOrig NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_nclauses NUMERIC
@ATTRIBUTE support_VCG-VAR-min NUMERIC
@ATTRIBUTE direct_HORNY-VAR-min NUMERIC
@ATTRIBUTE directorder_CG-featuretime NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_Pre-featuretime NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE direct_reducedVars NUMERIC
@ATTRIBUTE direct_reducedClauses NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE direct_VCG-VAR-entropy NUMERIC
@ATTRIBUTE support_VG-max NUMERIC
@ATTRIBUTE direct_TRINARY+ NUMERIC
@ATTRIBUTE csp_percent_element NUMERIC
@ATTRIBUTE direct_VCG-VAR-min NUMERIC
@ATTRIBUTE directorder_CG-max NUMERIC
@ATTRIBUTE direct_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE directorder_nvarsOrig NUMERIC
@ATTRIBUTE directorder_CG-entropy NUMERIC
@ATTRIBUTE directorder_VCG-VAR-min NUMERIC
@ATTRIBUTE directorder_cluster-coeff-mean NUMERIC
@ATTRIBUTE directorder_VG-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-min NUMERIC
@ATTRIBUTE support_nvarsOrig NUMERIC
@ATTRIBUTE directorder_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE directorder_KLB-featuretime NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-mean NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-max NUMERIC
@ATTRIBUTE support_HORNY-VAR-min NUMERIC

@DATA
bool/routing/s3-3-3-4.xml,1,?,?,?,?,?,?,?,?,?,?,0.816869,?,0.944361,?,0.479653,0.660065,0.825556,?,2.628313,?,0.20904,?,3.651416,0.976668,0.324843,?,0.777778,0.567514,?,0,0.293021,2.585756,?,?,?,0.006536,?,0.001901,?,0.844536,0,0.004341,1.656538,0.000725,2.476587,0.536267,0.24905,0.536267,0.673224,?,0.751209,0.572062,0.751209,?,0.292424,2.31674,0,0.979207,0.38341,0.801513,0.499301,0.801513,19584,2.741564,0.833333,0.003748,?,0.38341,?,0.000725,0.439007,0.001746,?,0.001726,0.004205,0.223239,?,0.844536,0.439007,0.744636,0.017561,2.695727,0.476199,0.003627,0.000407,0,1.882759,0.001726,0.001445,0.001445,1.457447,0.744636,5016,?,0.223239,7372,0.000604,0.000242,0.08,0.292424,0.7,0.05,0.006897,1.882759,1.382979,0.006897,0.833333,2.695727,0.003627,0.979207,?,0.000604,0.018584,2.476587,8540,3.151483,0.000678,0.295491,0.000678,0.000271,5016,0.57204,0.01,0.00109,0.001404,0.001404,0.002713,0.000242
bool/routing/s3-3-3-3.xml,1,?,?,?,?,?,?,?,?,?,?,0.76434,?,0.930218,?,0.483508,0.651508,0.835832,?,2.610938,?,0.206463,?,3.484095,0.987506,0.328985,?,0.789474,0.579817,?,0,0.297583,2.546167,?,?,?,0.006461,?,0.00177,?,0.855477,0,0.004123,1.598451,0.00066,2.455032,0.545315,0.251374,0.545315,0.69182,?,0.754216,0.599616,0.754216,?,0.29602,2.284446,0,0.989001,0.392928,0.752187,0.512696,0.752187,20798,2.649289,0.84,0.00297,?,0.392928,?,0.00066,0.435713,0.001573,?,0.001597,0.003373,0.222688,?,0.855477,0.435713,0.712568,0.016234,2.631777,0.480723,0.00341,0.000375,0,1.81104,0.001597,0.001326,0.001326,1.402332,0.712568,5296,?,0.222688,8004,0.00055,0.00033,0.08,0.29602,0.7,0.06,0.0069,1.81104,1.33106,0.0069,0.84,2.631777,0.00341,0.989001,?,0.00055,0.018491,2.455032,9022,3.073701,0.000625,0.292938,0.000625,0.000375,5296,0.578279,0.02,0.001007,0.001275,0.001275,0.002624,0.00033
bool/routing/s3-3-3-1.xml,1,?,?,?,?,?,?,?,?,?,?,0.769644,?,0.924554,?,0.481471,0.656667,0.827353,?,2.595134,?,0.203573,?,3.620413,0.987059,0.32901,?,0.764706,0.573834,?,0,0.282691,2.471178,?,?,?,0.006307,?,0.001983,?,0.844462,0,0.004559,1.703235,0.000795,2.414206,0.532856,0.256471,0.532856,0.652395,?,0.750221,0.558529,0.750221,?,0.282438,2.248823,0,0.988341,0.38525,0.760522,0.485077,0.760522,18382,2.727812,0.826087,0.003577,?,0.38525,?,0.000795,0.439869,0.001816,?,0.001823,0.003971,0.219396,?,0.844462,0.439869,0.71809,0.019302,2.604988,0.467997,0.003842,0.000441,0,1.880779,0.001823,0.001526,0.001526,1.50053,0.71809,4736,?,0.219396,6800,0.000662,0.000397,0.06,0.282438,0.7,0.05,0.006691,1.880779,1.423158,0.006691,0.826087,2.604988,0.003842,0.988341,?,0.000662,0.018382,2.414206,8058,3.046886,0.000735,0.300172,0.000735,0.000441,4736,0.563104,0.01,0.001149,0.001471,0.001471,0.002794,0.000397
bool/routing/s4-4-3-10.xml,1,52.294304,43.196203,46.186709,1.414214,1.414214,-1,100,-1,29.825949,-1,0.767897,-1,0.914008,100,0.462559,0.661915,0.844235,-1,2.646799,0,0.213428,22.250256,3.042629,0.98773,0.336567,47.705696,0.846154,0.559734,14.238703,0,0.321339,2.672379,-1,0,11.584023,0.001992,35,0.000371,12.319672,0.870071,0,0.001263,1.222393,0.000113,2.589215,0.551701,0.226453,0.551701,0.949205,12.544482,0.766356,0.815449,0.766356,-1,0.317192,2.34107,0,0.989765,0.397922,0.752484,0.695827,0.752484,98532,2.83351,0.9,0.000865,-1,0.397922,12.212496,0.000113,0.418256,0.000366,6.588144,0.000316,0.001038,0.224379,9.714246,0.870071,0.418256,0.681587,0.005721,2.841234,0.654877,0.001016,0.000068,0.01,1.456359,0.000316,0.000258,0.000258,1.090382,0.681587,23640,8.325831,0.224379,44336,0.000094,0.000038,1.07,0.317192,0.7,0.5,0.002078,1.456359,1.042821,0.002078,0.9,2.841234,0.001016,0.989765,-1,0.000094,0.008774,2.589215,40588,3.431214,0.000113,0.269925,0.000113,0.000045,23640,0.679238,0.37,0.000206,0.000257,0.000257,0.000722,0.000038
bool/routing/s4-4-3-7.xml,1,52.413793,43.093596,46.187192,1.414214,1.414214,-1,100,-1,29.832512,-1,0.745359,-1,0.905148,100,0.449685,0.662032,0.83071,-1,2.603671,0,0.207762,22.330623,3.076241,0.990874,0.333778,47.586207,0.826087,0.56079,13.919794,0,0.29908,2.567531,-1,0,12.23721,0.002153,28,0.000455,12.000704,0.854457,0,0.001501,1.325718,0.000158,2.453363,0.526881,0.241808,0.526881,0.842843,12.225207,0.758938,0.732722,0.758938,-1,0.297968,2.208289,0,0.992154,0.388754,0.740949,0.606099,0.740949,75944,2.699489,0.878788,0.001106,-1,0.388754,11.893302,0.000158,0.42557,0.000462,7.601634,0.000399,0.001286,0.218561,9.392317,0.854457,0.42557,0.679863,0.008737,2.73884,0.616617,0.001237,0.000092,0.01,1.46043,0.000399,0.000329,0.000329,1.155863,0.679863,18778,9.707798,0.218561,32654,0.000132,0.000079,0.57,0.297968,0.7,0.3,0.002227,1.46043,1.102417,0.002227,0.878788,2.73884,0.001237,0.992154,-1,0.000132,0.008024,2.453363,32186,3.336931,0.000153,0.289327,0.000153,0.000092,18778,0.631598,0.17,0.000259,0.000328,0.000328,0.000766,0.000079
bool/routing/s4-4-3-6.xml,1,52.866242,42.929936,46.072187,1.414214,1.414214,-1,100,-1,29.766454,-1,0.748011,-1,0.906368,100,0.443348,0.659588,0.826689,-1,2.591751,0,0.206536,22.338246,3.142299,0.990547,0.331598,47.133758,0.826087,0.562843,13.811776,0,0.295157,2.550192,-1,0,12.635038,0.002372,26,0.0005,11.890264,0.850278,0,0.00161,1.380052,0.000178,2.459983,0.519115,0.245513,0.519115,0.814901,12.120238,0.755553,0.715549,0.755553,-1,0.294703,2.203308,0,0.991833,0.386366,0.74537,0.582556,0.74537,69488,2.705066,0.870968,0.001243,-1,0.386366,11.78627,0.000178,0.428764,0.00051,8.392287,0.00044,0.001439,0.217006,9.285402,0.850278,0.428764,0.683011,0.010228,2.717152,0.604699,0.001332,0.000103,0,1.498847,0.00044,0.000363,0.000363,1.191739,0.683011,17332,10.294978,0.217006,29196,0.000148,0.000089,0.42,0.294703,0.7,0.27,0.002451,1.498847,1.135992,0.002451,0.870968,2.717152,0.001332,0.991833,-1,0.000148,0.007809,2.459983,29692,3.335461,0.000171,0.292811,0.000171,0.000103,17332,0.623064,0.15,0.000284,0.000362,0.000362,0.000856,0.000089
bool/routing/s4-4-3-3.xml,1,52.09826,43.172979,45.957011,1.414214,1.414214,-1,100,-1,29.662231,-1,0.776151,-1,0.916379,100,0.447443,0.663327,0.827035,-1,2.607351,0,0.209201,22.453396,3.177639,0.985395,0.3309,47.90174,0.833333,0.558025,13.854284,0,0.299404,2.6054,-1,0,12.120886,0.002312,27,0.000488,11.938844,0.850968,0,0.001572,1.36466,0.000169,2.495726,0.523898,0.240749,0.523898,0.829021,12.160502,0.757162,0.719549,0.757162,-1,0.298627,2.247766,0,0.987416,0.385778,0.768292,0.596036,0.768292,72212,2.768094,0.875,0.001298,-1,0.385778,11.82893,0.000169,0.427522,0.000497,7.456181,0.000427,0.001506,0.219206,9.33985,0.850968,0.427522,0.697848,0.009424,2.775007,0.607346,0.001298,0.000098,0.01,1.514871,0.000427,0.000353,0.000353,1.186107,0.697848,17926,9.529843,0.219206,30538,0.000141,0.000056,0.47,0.298627,0.7,0.26,0.002385,1.514871,1.130975,0.002385,0.875,2.775007,0.001298,0.987416,-1,0.000141,0.008023,2.495726,30714,3.376631,0.000164,0.289431,0.000164,0.000065,17926,0.628814,0.15,0.000277,0.000354,0.000354,0.000819,0.000056
bool/routing/s3-3-3-2.xml,1,?,?,?,?,?,?,?,?,?,?,0.765146,?,0.933322,?,0.481201,0.646067,0.841616,?,2.602402,?,0.209304,?,3.416667,0.9879,0.329536,?,0.809524,0.584632,?,0,0.307091,2.596976,?,?,?,0.006579,?,0.001602,?,0.862785,0,0.004213,1.532627,0.000562,2.549873,0.550543,0.246327,0.550543,0.738036,?,0.755148,0.645619,0.755148,?,0.3046,2.360935,0,0.989517,0.397869,0.751018,0.544859,0.751018,23442,2.730888,0.851852,0.002902,?,0.397869,?,0.000562,0.433981,0.001405,?,0.001427,0.002917,0.224411,?,0.862785,0.433981,0.707889,0.014008,2.681685,0.498845,0.003463,0.000324,0,1.779661,0.001427,0.001173,0.001173,1.345751,0.707889,5904,?,0.224411,9256,0.000468,0.000281,0.1,0.3046,0.7,0.07,0.007062,1.779661,1.279109,0.007062,0.851852,2.681685,0.003463,0.989517,?,0.000468,0.018475,2.549873,10070,3.158538,0.00054,0.284689,0.00054,0.000324,5904,0.598913,0.02,0.000897,0.001127,0.001127,0.002485,0.000281
bool/routing/s4-4-3-2.xml,1,52.663934,43.002049,45.932377,1.414214,1.414214,-1,100,-1,29.661885,-1,0.777142,-1,0.916689,100,0.448351,0.662973,0.827309,-1,2.609208,0,0.209541,22.390748,3.211032,0.985224,0.330922,47.336066,0.833333,0.558339,13.857592,0,0.300169,2.611825,-1,0,11.909518,0.002333,27,0.000493,11.938109,0.851284,0,0.001583,1.379749,0.00017,2.506381,0.524938,0.240369,0.524938,0.829477,12.166791,0.757404,0.71955,0.757404,-1,0.299301,2.259649,0,0.987276,0.386344,0.768839,0.597451,0.768839,72154,2.771955,0.875,0.001307,-1,0.386344,11.83289,0.00017,0.427167,0.0005,7.159019,0.000432,0.001517,0.219729,9.33985,0.851284,0.427167,0.697,0.009424,2.781344,0.606948,0.001307,0.000099,0,1.538549,0.000432,0.000357,0.000357,1.198989,0.697,17912,8.714405,0.219729,30320,0.000142,0.000057,0.46,0.299301,0.7,0.26,0.002409,1.538549,1.143547,0.002409,0.875,2.781344,0.001307,0.987276,-1,0.000142,0.00808,2.506381,30690,3.379023,0.000165,0.288622,0.000165,0.000066,17912,0.629585,0.15,0.000279,0.000357,0.000357,0.000825,0.000057
bool/routing/s4-4-3-8.xml,1,51.226994,44.355828,51.779141,1.414214,1.414214,-1,100,-1,32.392638,-1,0.753923,-1,0.897477,100,0.436277,0.669053,0.806444,-1,2.493205,0,0.19902,22.166801,3.45073,0.989021,0.328171,48.773006,0.764706,0.552982,13.228819,0,0.262862,2.405508,-1,0,12.549785,0.002509,18,0.000766,11.326429,0.824459,0,0.002029,1.637232,0.000325,2.270791,0.488745,0.261575,0.488745,0.642607,11.537218,0.746465,0.571078,0.746465,-1,0.264899,2.068874,0,0.990043,0.3716,0.755399,0.465943,0.755399,44200,2.620721,0.826087,0.002273,-1,0.3716,11.207014,0.000325,0.438613,0.000825,8.059077,0.000703,0.002506,0.209147,8.754888,0.824459,0.438613,0.698635,0.019302,2.537006,0.560055,0.00184,0.000179,0,1.66108,0.000703,0.000593,0.000593,1.402165,0.698635,11432,9.792346,0.209147,16760,0.000271,0.000162,0.2,0.264899,0.7,0.15,0.002561,1.66108,1.331602,0.002561,0.826087,2.537006,0.00184,0.990043,-1,0.000271,0.007458,2.270791,19512,3.198464,0.000298,0.315276,0.000298,0.000179,11432,0.5667,0.06,0.000452,0.000594,0.000594,0.001134,0.000162
