@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gc_array_int NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE gc_at_least_most NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE gc_max_min_int NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gc_diffn NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE dy_sols NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE gc_sort NUMERIC
@ATTRIBUTE gc_schedule NUMERIC
@ATTRIBUTE gc_table NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff3.dzn,1,0,1,0,1,1,0,0,4,0,0.007194,0,0,1,0,2,7.876517,8.754888,2.334539,549,549,4,0.992806,235,19,8.816327,2.378528,8.754888,0.022812,2.321942,0,1.005425,0.994604,49,1.981107,24039,553,0,68,4.6,0.217391,128230.632653,46,1.897653,13.122966,4.372867,403.346335,1,6.900542,0,0.32715,24039,234079,19.937865,1.214625,0.124774,-0.674054,0.42835,1,423.289331,24039,1.386303,0,8.604235,0.205447,0.923018,0.885226,1.838185,4.372153,4.466809,10,-0.338626,1,4735.798359,231.881795,23.456077,47,2.979328,5.451697,1291,24039,0.838857,0,2363.471488,1.688148,0.836131,570.399345,2,0,0.06,56.790942,553,0,4783.954927,552,0,556,11085.452705,48,100202,0.001799,2.16,0.498064,96,192,49907,1481,15664669,637.279414,18.546763,0,0,28378,0.05,324,44,2,0.802614,0,0,1,0,0,0,1,0,0,0,0
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff63.dzn,1,0,1,0,1,1,0,0,14,0,0.012658,0,0,1,0,2,8.870365,9.475733,2.343092,1079,1079,4,0.987342,468,59,24.551724,0.860448,9.475733,0.015858,2.315552,0,1.011894,0.988246,29,1.913015,19189,1093,0,32,0.866667,1.153846,364354.477833,26,1.240943,33.954254,3.90288,254.232599,1,3.875572,0,0.324728,19189,718797,21.623595,1.100994,0.030192,-0.035299,0.426786,1,657.63678,19189,1.360257,0,9.354835,0.319494,0.926504,0.98921,1.768525,1.718294,3.874394,30,-0.444649,1,10183.52397,333.352679,32.748907,27,4.80862,4.750237,2561,19189,0.382336,0,4860.906176,1.289137,0.379997,1145.910482,2,0,0.18,29.178721,1093,0,10346.447767,1092,0,1106,23915.695718,28,61440,0.000904,2.29,0.498779,56,69,30645,2941,15676123,1293.472213,12.126582,0,0,14355.4,0.07,1284,25,2,0,0,0,1,0,0,0,1,0,0,0,0
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff61.dzn,1,0,1,0,1,1,0,0,12,0,0.012658,0,0,1,0,2,8.870365,9.475733,2.342583,925,925,4,0.987342,468,51,24.551724,0.924092,9.475733,0.015857,2.315401,0,1.01174,0.988397,29,1.932083,19189,937,0,32,1,1,315045.374384,26,1.273294,29.922092,3.903807,254.232599,1,3.965848,0,0.324635,19189,618853,21.622883,1.101049,0.035219,-0.058405,0.426879,1,660.462113,19189,1.360606,0,9.354826,0.306937,0.926504,0.986054,1.781549,1.838811,3.875324,26,-0.444897,1,8730.767402,336.227721,30.358326,27,4.584824,4.764253,2195,19189,0.403801,0,4164.853399,1.288211,0.402017,982.19452,2,0,0.13,29.0539,937,0,8868.37527,936,0,948,20498.492976,28,70061,0.001055,2.23,0.49888,56,74,34952,2521,15692178,1107.054163,12.109705,0,0,16765.1,0.06,1156,25,2,0,0,0,1,0,0,0,1,0,0,0,0
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/easy_01.dzn,1,0,0,1,1,0,0,0,0,14,0,14,0,5,0,0,1,1,2.439628,120,120,0,0.275362,2,6,0.4,2.445016,5.857981,0.956603,2.855072,0,0.854489,1.17029,18,3.242353,58,135,0.050725,154,0.75,1.333333,568.846262,3,1.499262,2.04644,1.444888,130.301639,3,17.684211,0,0.612807,18,1818,6.919871,1.931658,0.47678,-1.643858,1.229695,0,5.628483,54,0.699271,0,1.864841,0.584606,0.978071,1.867133,3.414162,0.86691,0.364998,4,0.212432,0,424.914507,1.761134,3.51493,38,1.750986,2.469913,788,18,1.594535,0,412.745021,1.081264,2.445856,267.193986,0,0.26087,0.02,9.594059,323,0,514.696092,76,72,276,1909.884329,133,193079,0.01087,2.15,0.499246,100,3,96394,662,1888688,281.331846,7.608696,0,0,5958.01,0.09,3996,168,2,0.919636,0,0.582043,0.417957,0,1,188,1,1,0,0,0
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_02.dzn,1,0,0,1,1,0,0,0,0,9,0,9,0,5,0,0,1,1,2.658683,68,68,0,0.340426,2,3,0.5,1.896642,5.129283,0.864639,3.148936,0,0.844311,1.184397,12,3.273939,35,83,0.06383,109,1,1,275.116162,3,1.192751,2.221557,1.502487,85.809962,3,17.389222,0,0.732241,10.666667,826,7.216897,1.541775,0.652695,-2.540555,1.128378,0,4.946108,32,0.491469,0,1.935767,0.389131,0.860427,1.68967,3.346506,0.743316,0.467609,3,0.137466,0,228.809962,1.647402,2.883904,28,1.354917,2.381284,444,10.666667,1.387051,0,247.217218,0.933895,2.010703,161.731336,0,0.113475,0.01,6.469734,167,0,272.943132,48,16,141,1017.58249,82,191475,0.021277,2.11,0.499809,67,0,95701,348,3291823,169.173841,7.815603,0,0,17325.4,0.08,649,91,2,0.972524,0,0.502994,0.497006,0,1,84,1,1,0,0,0
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/44_22_5.2.dzn,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,2,4.613636,110,110,5,0.006494,2,10,0.064516,0.148638,1.035221,0.002828,5.272727,0,0.875,1.142857,31,0.948206,6,45,0,1012,8.8,0.113636,160.973523,44,0.919396,7.403409,0.593023,46.584963,1,20.852273,0,0.272425,6,356,5.283019,1.338086,5.755682,-56.443755,0.216749,1,2.022727,6,1.581138,0,1.000229,0.179367,0.863121,1.697772,2.959287,0.533807,0.050557,5,-0.512219,1,177.584963,0.914622,13.228757,45,2.110857,1.697772,812,6,1.112036,1,273.485512,1.529134,1.123249,252.014005,2,0.422078,0.01,2.966292,176,0,154.035221,1,65,154,813.584963,52,227815,0.006494,2.08,0.499976,44,0,113902,286,7631668,273.435573,14.25974,0,0,49556.3,0.03,181,22,2,0,0.285714,0.744318,0.255682,44,0,131,0,0,0,0,0
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/44_22_5.3.dzn,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,2,4.391813,105,105,5,0.006711,2,9,0.08,0.150733,1.035221,0.002875,5.040268,0,0.871345,1.147651,25,1.09181,6,45,0,1012,11,0.090909,156.185338,44,0.91173,7.169591,0.604364,46.584963,1,20.807018,0,0.280654,6,346,5.050906,1.312548,5.923977,-58.137527,0.227696,1,2.023392,6,1.544786,0,1.000236,0.170018,0.875472,1.817257,3.008259,0.539809,0.051791,4,-0.534702,1,172.584963,0.913365,13.038405,45,2.042896,1.817257,751,6,1.101634,1,261.792733,1.444362,1.114662,243.693024,2,0.402685,0.01,2.965318,171,0,149.035221,1,60,149,752.584963,46,242187,0.006711,2.07,0.499981,44,0,121089,271,7907008,261.742794,14.630872,0,0,53067.2,0.02,181,22,2,0,0.295302,0.736842,0.263158,44,0,126,0,0,0,0,0
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m06_15_15.dzn,1,0,1,0,2,0,0,0,0,0,0,0,0,556,0,2,5.209453,11.399278,2.369684,902,902,2,1,37,24,4.625,4.518962,8.806302,0.033152,3.357629,0,0.705761,1.41691,8,1.876049,9472,1458,0,36,-1,0,41652.875,2,0.759847,12.741427,1.659975,86.1418,1,10.436214,0,0.204988,9472,79800,18.362076,1.249189,0.026063,0.839824,0.421997,1,54.73251,9472,1.316656,0,5.570396,0.453546,0.431226,1.537596,2.129386,8.667608,0.907263,0,-1.858694,2,8047.340591,28.568501,38.075086,16,3.818351,1.549508,3455,9472,0.792204,0,4114.999135,0.310973,0.740476,1750.233125,2,0,0.31,173.05985,1458,0,5731.937969,1029,0,1029,18894.576545,52,73877,0.000972,2.42,0.499858,92,0,36928,3087,2621849,1566.128092,5.341108,0,0,4428.8,0.06,2183,47,2,0.552797,0,0,1,0,0,0,1,1,0,0,0
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_03.dzn,1,0,0,1,1,0,0,0,0,14,0,14,0,5,0,0,1,1,2.439628,120,120,0,0.275362,2,6,0.4,2.445016,5.857981,0.956603,2.855072,0,0.854489,1.17029,18,3.242353,58,135,0.050725,154,0.75,1.333333,568.846262,3,1.499262,2.04644,1.444888,130.301639,3,17.684211,0,0.612807,18,1818,6.919871,1.931658,0.47678,-1.643858,1.229695,0,5.628483,54,0.699271,0,1.864841,0.584606,0.978071,1.867133,3.414162,0.86691,0.364998,4,0.212432,0,424.914507,1.761134,3.51493,38,1.750986,2.469913,788,18,1.594535,0,412.745021,1.081264,2.445856,267.193986,0,0.26087,0.02,9.594059,323,0,514.696092,76,72,276,1909.884329,133,189696,0.01087,2.16,0.49923,100,3,94702,662,1856287,281.331846,7.608696,0,0,5855.79,0.1,3996,168,2,0.919636,0,0.582043,0.417957,0,1,188,1,1,0,0,0
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_5_20_1.dzn,1,0,0,1,1,0,0,0,0,2,0,0,0,5,0,2,1,2,4.27003,250,270,3,0.495177,2,21,0.285714,2.663326,6.210112,0.524348,4.62701,0,0.922849,1.083601,27,3.564783,701,207,0.006431,505,35,0.028571,4514.982966,35,0.954104,6.72997,2.287016,163.18438,1,20.189911,0,0.50823,701,8891,15.1888,1.199419,1.557864,-12.818364,0.23419,0,26.382789,701,0.692972,34,3.085834,0.470745,0.928643,1.563305,3.318525,3.59156,2.365588,1,-0.530212,20,985.13233,13.397576,9.600911,37,2.816521,4.189744,1439,701,1.218064,0,942.348323,1.444347,1.433198,489.565861,2,0.106109,0.05,26.570352,337,0,959.694415,154,33,311,4723.716704,76,217555,0.003215,2.1,0.499694,86,13,108711,874,2518524,514.452586,21.344051,2,0,8508.53,0.02,2326,284,2,2.205556,0.344051,0.385757,0.614243,107,1,130,1,1,0,0,0
