@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC

@DATA
bool/routing/s3-3-3-4.xml,1,?,?,?,?,?,?,?,?,?,?,0.816869,?,0.944361,?,0.479653,0.660065
bool/routing/s3-3-3-3.xml,1,?,?,?,?,?,?,?,?,?,?,0.76434,?,0.930218,?,0.483508,0.651508
bool/routing/s3-3-3-1.xml,1,?,?,?,?,?,?,?,?,?,?,0.769644,?,0.924554,?,0.481471,0.656667
bool/routing/s4-4-3-10.xml,1,52.294304,43.196203,46.186709,1.414214,1.414214,-1,100,-1,29.825949,-1,0.767897,-1,0.914008,100,0.462559,0.661915
bool/routing/s4-4-3-7.xml,1,52.413793,43.093596,46.187192,1.414214,1.414214,-1,100,-1,29.832512,-1,0.745359,-1,0.905148,100,0.449685,0.662032
bool/routing/s4-4-3-6.xml,1,52.866242,42.929936,46.072187,1.414214,1.414214,-1,100,-1,29.766454,-1,0.748011,-1,0.906368,100,0.443348,0.659588
bool/routing/s4-4-3-3.xml,1,52.09826,43.172979,45.957011,1.414214,1.414214,-1,100,-1,29.662231,-1,0.776151,-1,0.916379,100,0.447443,0.663327
bool/routing/s3-3-3-2.xml,1,?,?,?,?,?,?,?,?,?,?,0.765146,?,0.933322,?,0.481201,0.646067
bool/routing/s4-4-3-2.xml,1,52.663934,43.002049,45.932377,1.414214,1.414214,-1,100,-1,29.661885,-1,0.777142,-1,0.916689,100,0.448351,0.662973
bool/routing/s4-4-3-8.xml,1,51.226994,44.355828,51.779141,1.414214,1.414214,-1,100,-1,32.392638,-1,0.753923,-1,0.897477,100,0.436277,0.669053
bool/routing/s4-4-3-9.xml,1,51.781473,43.349169,46.072842,1.414214,1.414214,-1,100,-1,29.7308,-1,0.768592,-1,0.91473,100,0.463802,0.661665
bool/routing/s4-4-3-4.xml,1,52.480916,43.082061,46.001908,1.414214,1.414214,-1,100,-1,29.704198,-1,0.77489,-1,0.915141,100,0.454356,0.664207
bool/routing/s3-3-3-5.xml,1,?,?,?,?,?,?,?,?,?,?,0.767873,?,0.933036,?,0.489597,0.649799
bool/routing/s4-4-3-5.xml,1,51.845018,43.284133,45.97786,1.414214,1.414214,-1,100,-1,29.667897,-1,0.749571,-1,0.906351,100,0.45823,0.661912
bool/routing/s4-4-3-1.xml,1,52.366864,43.106509,46.104536,1.414214,1.414214,-1,100,-1,29.773176,-1,0.746362,-1,0.905724,100,0.450919,0.661693
bool/ii/ii-16e2.xml,1,93.634079,3.819552,41.550796,1.414214,1.414214,-1,100,-1,40.277612,-1,0.789614,-1,1.008921,100,0.401338,0.511912
bool/ii/ii-8b1.xml,1,?,?,?,?,?,?,?,?,?,?,0.876671,?,1.103114,?,0.471888,0.578858
bool/ii/ii-32c1.xml,1,?,?,?,?,?,?,?,?,?,?,0.727662,?,0.930616,?,0.348551,0.464117
bool/ii/ii-8d1.xml,1,?,?,?,?,?,?,?,?,?,?,0.898389,?,1.123148,?,0.459762,0.556236
bool/ii/ii-16a1.xml,1,92.149586,4.710248,24.250642,1.414214,1.414214,-1,100,-1,22.68056,-1,0.843846,-1,1.071961,100,0.458073,0.521317
bool/ii/ii-32c3.xml,1,92.143058,4.714165,19.608561,1.414214,1.414214,-1,100,-1,18.037173,-1,0.727344,-1,0.929974,100,0.347834,0.463872
bool/ii/ii-8c2.xml,1,?,?,?,?,?,?,?,?,?,?,0.900095,?,1.130425,?,0.471446,0.553153
bool/ii/ii-32b4.xml,1,94.780107,3.131936,19.18208,1.414214,1.414214,-1,100,-1,18.138101,-1,0.727401,-1,0.930196,100,0.347999,0.463795
bool/ii/ii-16e1.xml,1,92.224096,4.665542,41.512085,1.414214,1.414214,-1,100,-1,39.956905,-1,0.789143,-1,1.006947,100,0.40218,0.513133
bool/ii/ii-32b2.xml,1,90.741398,5.555161,20.294431,1.414214,1.414214,-1,100,-1,18.44271,-1,0.727603,-1,0.930637,100,0.348466,0.463912
bool/ii/ii-32e5.xml,1,95.706531,2.576082,19.518013,1.414214,1.414214,-1,100,-1,18.659319,-1,0.727802,-1,0.931348,100,0.349025,0.46372
bool/ii/ii-32c2.xml,1,89.757302,6.145619,20.12752,1.414214,1.414214,-1,100,-1,18.07898,-1,0.727364,-1,0.92997,100,0.347864,0.463938
bool/ii/ii-8b3.xml,1,?,?,?,?,?,?,?,?,?,?,0.876761,?,1.104033,?,0.471508,0.577836
bool/ii/ii-8a2.xml,1,?,?,?,?,?,?,?,?,?,?,0.843476,?,1.065452,?,0.437088,0.578641
bool/ii/ii-8c1.xml,1,?,?,?,?,?,?,?,?,?,?,0.882777,?,1.107443,?,0.452243,0.559904
bool/ii/ii-16d1.xml,1,92.820034,4.30798,30.768782,1.414214,1.414214,-1,100,-1,29.332789,-1,0.799491,-1,1.024262,100,0.414698,0.51219
bool/ii/ii-16c1.xml,1,91.245082,5.252951,30.442733,1.414214,1.414214,-1,100,-1,28.691749,-1,0.801311,-1,1.025472,100,0.414623,0.509688
bool/ii/ii-8b4.xml,1,?,?,?,?,?,?,?,?,?,?,0.87837,?,1.106389,?,0.474405,0.57773
bool/ii/ii-8a1.xml,1,?,?,?,?,?,?,?,?,?,?,0.925775,?,1.132129,?,0.419291,0.558071
bool/ii/ii-32e1.xml,1,?,?,?,?,?,?,?,?,?,?,0.72754,?,0.930279,?,0.348244,0.464125
bool/ii/ii-32e3.xml,1,93.831776,3.700935,19.592523,1.414214,1.414214,-1,100,-1,18.358879,-1,0.727542,-1,0.93056,100,0.348344,0.463812
bool/ii/ii-16b2.xml,1,93.743095,3.754143,26.834913,1.414214,1.414214,-1,100,-1,25.583532,-1,0.819175,-1,1.046655,100,0.425626,0.512173
bool/ii/ii-32d2.xml,1,92.72989,4.362066,20.680223,1.414214,1.414214,-1,100,-1,19.226201,-1,0.739162,-1,0.944614,100,0.356276,0.465014
bool/ii/ii-32e2.xml,1,91.1384,5.31696,20.361766,1.414214,1.414214,-1,100,-1,18.589446,-1,0.727731,-1,0.930995,100,0.34879,0.463898
bool/ii/ii-8e2.xml,1,?,?,?,?,?,?,?,?,?,?,0.883925,?,1.111711,?,0.45781,0.558419
bool/ii/ii-16b1.xml,1,93.484163,3.909502,26.618401,1.414214,1.414214,-1,100,-1,25.315234,-1,0.818108,-1,1.049203,100,0.430603,0.513006
bool/ii/ii-32e4.xml,1,94.83518,3.098892,19.237955,1.414214,1.414214,-1,100,-1,18.204991,-1,0.727441,-1,0.930307,100,0.348099,0.46379
bool/ii/ii-16a2.xml,1,?,?,?,?,?,?,?,?,?,?,0.82197,?,1.069351,?,0.462055,0.520844
bool/ii/ii-32b3.xml,1,94.278198,3.433081,19.276554,1.414214,1.414214,-1,100,-1,18.132193,-1,0.727397,-1,0.930173,100,0.347985,0.46381
bool/ii/ii-8a3.xml,1,?,?,?,?,?,?,?,?,?,?,0.843513,?,1.066059,?,0.435598,0.577525
bool/ii/ii-8e1.xml,1,?,?,?,?,?,?,?,?,?,?,0.885454,?,1.113893,?,0.461085,0.558387
bool/ii/ii-8a4.xml,1,?,?,?,?,?,?,?,?,?,?,0.837217,?,1.058446,?,0.427278,0.577096
bool/ii/ii-16d2.xml,1,93.712868,3.772279,30.915244,1.414214,1.414214,-1,100,-1,29.657818,-1,0.80344,-1,1.025834,100,0.411646,0.512023
bool/ii/ii-32b1.xml,1,?,?,?,?,?,?,?,?,?,?,0.727789,?,0.930969,?,0.348872,0.464108
bool/ii/ii-8d2.xml,1,?,?,?,?,?,?,?,?,?,?,0.896061,?,1.12509,?,0.466692,0.554702
bool/ii/ii-32d3.xml,1,95.941287,2.435228,19.934982,1.414214,1.414214,-1,100,-1,19.123239,-1,0.738359,-1,0.943479,100,0.355406,0.464776
bool/ii/ii-16c2.xml,1,93.72581,3.764514,29.168194,1.414214,1.414214,-1,100,-1,27.913356,-1,0.80855,-1,1.032418,100,0.415915,0.512069
bool/ii/ii-32d1.xml,1,?,?,?,?,?,?,?,?,?,?,0.73978,?,0.945483,?,0.357025,0.465301
bool/ii/ii-8b2.xml,1,?,?,?,?,?,?,?,?,?,?,0.876535,?,1.10412,?,0.472456,0.577965
bool/ii/ii-32a1.xml,1,95.253852,2.847689,20.042395,1.414214,1.414214,-1,100,-1,19.093165,-1,0.728438,-1,0.933132,100,0.350654,0.463667
bool/ii/ii-32c4.xml,1,96.489524,2.106286,18.53892,1.414214,1.414214,-1,100,-1,17.836825,-1,?,-1,?,100,?,?
bool/mps/mps-neos16.xml,1,64.826941,58.877456,96.688494,1.414214,1.414214,-1,100,-1,51.487371,-1,0.821507,-1,0.98117,100,0.389118,0.525034
bool/mps/mps-p0282.xml,1,?,?,?,?,?,?,?,?,?,?,0.325029,?,0.359831,?,0.089958,0.381098
bool/mps/mps-gt2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air06.xml,1,99.207317,4.317073,30.018293,1.414091,1.414214,-1,100,-1,20.012195,-1,?,9.152285,?,100,?,?
bool/mps/mps-p6000.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,?,?,?,?,?,?,?,?,?,0.94342,?,1.132605,?,0.414984,0.51289
bool/mps/mps-aflow30a.xml,1,100,54.551148,304.812109,1.414214,1.414214,-1,100,-1,154.60334,-1,?,-1,?,100,?,?
bool/mps/mps-diamond.xml,1,?,?,?,?,?,?,?,?,?,?,-512,?,-512,?,-512,0
bool/mps/mps-10teams.xml,1,100,0.882353,17.647059,1.374369,1.414214,-1,100,-1,11.764706,-1,0.832176,10.434628,0.989674,100,0.481785,0.578959
bool/mps/mps-p0548.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,?,?,?,?,?,?,?,?,?,0.861168,?,1.007391,?,0.402367,0.625986
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,99.756987,1.749696,12.831106,1.414214,1.414214,-1,100,-1,8.55407,-1,?,-1,?,100,?,?
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,?,?,?,?,?,?,?,?,?,0.332451,?,0.386042,?,0.084032,0.356395
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,100,49.62963,259.938272,1.302615,1.414214,-1,100,-1,130.164609,-1,?,10.643856,?,100,?,?
bool/mps/mps-vpm1.xml,1,100,50.123457,272.613169,1.302615,1.414214,-1,100,-1,136.502058,-1,?,10.643856,?,100,?,?
bool/mps/mps-seymour1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-lp4l.xml,1,99.408284,4.615385,40.473373,1.414214,1.414214,-1,100,-1,26.982249,-1,0.694166,-1,0.755531,100,0.413483,0.594594
bool/mps/mps-stein45.xml,1,?,?,?,?,?,?,?,?,?,?,0.734962,?,0.950318,?,0.3564,0.599009
bool/mps/mps-bm23.xml,1,?,?,?,?,?,?,?,?,?,?,0.769816,?,0.930469,?,0.342637,0.495003
bool/mps/mps-air02.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mitre.xml,1,90.415648,25.466993,66.542787,1.414214,1.414214,-1,100,-1,33.271394,-1,?,-1,?,100,?,?
bool/mps/mps-p0040.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-protfold.xml,1,100,26.607725,74.695207,1.414214,1.414214,-1,100,-1,65.825966,-1,0.694034,-1,0.798694,100,0.321795,0.518514
bool/mps/mps-l152lav.xml,1,99.481865,2.176166,14.611399,1.414214,1.414214,-1,100,-1,9.740933,-1,?,-1,?,100,?,?
bool/mps/mps-sentoy.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-seymour.xml,1,?,?,?,?,?,?,?,?,?,?,0.894959,?,1.04959,?,0.379698,0.580068
bool/mps/mps-p0033.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-lseu.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
