instances,SUNNY
SAT_RACE2008/simon-s02b-r4b1k1.2.cnf,195.55
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-06.cnf,514.76
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_f_unknown.cnf,382.11
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,35.39
SAT_RACE2008/mizh-md5-48-2.cnf,335.78
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,40.28000000000001
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,70.48
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,20.45
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,12000
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,313.8
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,41.620000000000005
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,116.56
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,12000
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,62.84
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,100.92
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,37.089999999999996
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,385.03000000000003
SAT_RACE2008/ibm-2002-30r-k85.cnf,450.15999999999997
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,147.91
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,12000
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,12000
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,178.17
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,12000
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,52.690000000000005
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,527.97
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,240.59
